Year,GeoAreaName,Bioclimatic belt,Value
2015,Portugal,ALPINE,NaN
2015,Portugal,NIVAL,NaN
2015,Portugal,TOTAL,3.86
2015,Portugal,MONTANE,4.06
2018,Portugal,ALPINE,NaN
2018,Portugal,NIVAL,NaN
2018,Portugal,MONTANE,0.25
2018,Portugal,TOTAL,0.22
2018,Portugal,REMAIN_MOUNT,0.05
2015,Romania,NIVAL,NaN
2015,Romania,REMAIN_MOUNT,NaN
2015,Romania,TOTAL,1.37
2015,Albania,REMAIN_MOUNT,0.1
2015,Albania,NIVAL,NaN
2015,Albania,ALPINE,0
2015,Albania,MONTANE,0.68
2015,Albania,TOTAL,0.68
2018,Albania,NIVAL,NaN
2018,Albania,MONTANE,0.07
2018,Albania,REMAIN_MOUNT,0.03
2018,Albania,ALPINE,0
2018,Albania,TOTAL,0.07
2015,Azerbaijan,TOTAL,1.35
2015,Azerbaijan,NIVAL,0
2015,Azerbaijan,MONTANE,1.19
2015,Azerbaijan,ALPINE,0.03
2015,Azerbaijan,REMAIN_MOUNT,5.09
2018,Azerbaijan,NIVAL,0
2018,Azerbaijan,ALPINE,0.08
2018,Azerbaijan,MONTANE,0.03
2018,Azerbaijan,TOTAL,0.03
2018,Azerbaijan,REMAIN_MOUNT,0.06
2015,Austria,TOTAL,2.94
2015,Austria,NIVAL,0.3
2015,Austria,ALPINE,1.11
2015,Austria,MONTANE,3.3
2015,Austria,REMAIN_MOUNT,NaN
2018,Austria,REMAIN_MOUNT,NaN
2018,Austria,NIVAL,0.17
2018,Austria,MONTANE,0.27
2018,Austria,ALPINE,0.28
2018,Austria,TOTAL,0.27
2015,Armenia,REMAIN_MOUNT,NaN
2015,Armenia,MONTANE,NaN
2015,Armenia,TOTAL,NaN
2015,Armenia,ALPINE,NaN
2015,Armenia,NIVAL,NaN
2018,Armenia,MONTANE,NaN
2018,Armenia,TOTAL,NaN
2018,Armenia,ALPINE,NaN
2018,Armenia,REMAIN_MOUNT,NaN
2018,Armenia,NIVAL,NaN
2015,Belgium,NIVAL,NaN
2015,Belgium,REMAIN_MOUNT,NaN
2015,Belgium,MONTANE,2.6
2015,Belgium,TOTAL,2.6
2015,Belgium,ALPINE,NaN
2018,Belgium,TOTAL,0.04
2018,Belgium,MONTANE,0.04
2018,Belgium,NIVAL,NaN
2018,Belgium,ALPINE,NaN
2018,Belgium,REMAIN_MOUNT,NaN
2015,Bosnia and Herzegovina,ALPINE,NaN
2015,Bosnia and Herzegovina,NIVAL,NaN
2015,Bosnia and Herzegovina,REMAIN_MOUNT,1.14
2015,Bosnia and Herzegovina,TOTAL,0.76
2015,Bosnia and Herzegovina,MONTANE,0.76
2018,Bosnia and Herzegovina,REMAIN_MOUNT,0.28
2018,Bosnia and Herzegovina,MONTANE,0.31
2018,Bosnia and Herzegovina,TOTAL,0.31
2018,Bosnia and Herzegovina,ALPINE,NaN
2018,Bosnia and Herzegovina,NIVAL,NaN
2015,Bulgaria,REMAIN_MOUNT,NaN
2015,Bulgaria,MONTANE,0.52
2015,Bulgaria,NIVAL,NaN
2015,Bulgaria,ALPINE,3.88
2015,Bulgaria,TOTAL,0.55
2018,Bulgaria,TOTAL,0.12
2018,Bulgaria,REMAIN_MOUNT,NaN
2018,Bulgaria,ALPINE,0.1
2018,Bulgaria,MONTANE,0.12
2018,Bulgaria,NIVAL,NaN
2015,Romania,ALPINE,0.2
2015,Romania,MONTANE,1.37
2018,Romania,MONTANE,0.3
2018,Romania,NIVAL,NaN
2018,Romania,REMAIN_MOUNT,NaN
2018,Romania,ALPINE,0.04
2018,Romania,TOTAL,0.3
2015,Serbia,REMAIN_MOUNT,NaN
2015,Serbia,NIVAL,NaN
2015,Serbia,TOTAL,0.66
2015,Serbia,ALPINE,0
2015,Serbia,MONTANE,0.66
2018,Serbia,MONTANE,0.55
2018,Serbia,TOTAL,0.55
2018,Serbia,ALPINE,0
2018,Serbia,REMAIN_MOUNT,NaN
2018,Serbia,NIVAL,NaN
2015,Slovakia,REMAIN_MOUNT,NaN
2015,Slovakia,TOTAL,1.83
2015,Slovakia,MONTANE,1.84
2015,Slovakia,ALPINE,1.39
2015,Slovakia,NIVAL,0.64
2018,Slovakia,MONTANE,0.34
2018,Slovakia,ALPINE,0.62
2018,Slovakia,TOTAL,0.34
2018,Slovakia,NIVAL,0.16
2018,Slovakia,REMAIN_MOUNT,NaN
2015,Slovenia,NIVAL,NaN
2015,Slovenia,REMAIN_MOUNT,NaN
2015,Slovenia,TOTAL,2.96
2015,Slovenia,MONTANE,2.96
2015,Slovenia,ALPINE,2.89
2018,Slovenia,MONTANE,0.19
2018,Slovenia,TOTAL,0.19
2018,Slovenia,ALPINE,1.56
2018,Slovenia,REMAIN_MOUNT,NaN
2015,Belarus,REMAIN_MOUNT,NaN
2015,Belarus,ALPINE,NaN
2015,Belarus,TOTAL,NaN
2015,Belarus,MONTANE,NaN
2015,Belarus,NIVAL,NaN
2018,Belarus,ALPINE,NaN
2018,Belarus,REMAIN_MOUNT,NaN
2018,Belarus,NIVAL,NaN
2018,Belarus,MONTANE,NaN
2018,Belarus,TOTAL,NaN
2015,Croatia,TOTAL,0.53
2015,Croatia,ALPINE,NaN
2015,Croatia,REMAIN_MOUNT,0.43
2018,Slovenia,NIVAL,NaN
2015,Spain,MONTANE,1.59
2015,Spain,NIVAL,0.34
2015,Spain,ALPINE,0.46
2015,Spain,REMAIN_MOUNT,1.51
2015,Spain,TOTAL,1.57
2018,Spain,TOTAL,0.09
2018,Spain,MONTANE,0.08
2018,Spain,NIVAL,0.17
2018,Spain,ALPINE,0.1
2018,Spain,REMAIN_MOUNT,0.13
2015,Sweden,NIVAL,0.38
2015,Croatia,MONTANE,0.53
2015,Croatia,NIVAL,NaN
2018,Croatia,MONTANE,0.18
2018,Croatia,REMAIN_MOUNT,1.47
2018,Croatia,TOTAL,0.19
2018,Croatia,ALPINE,NaN
2018,Croatia,NIVAL,NaN
2015,Cyprus,MONTANE,0.39
2015,Cyprus,ALPINE,NaN
2015,Cyprus,NIVAL,NaN
2015,Cyprus,REMAIN_MOUNT,0.58
2015,Cyprus,TOTAL,0.55
2015,Sweden,ALPINE,0.49
2015,Sweden,MONTANE,1.94
2015,Sweden,TOTAL,1.42
2015,Sweden,REMAIN_MOUNT,NaN
2018,Sweden,NIVAL,0.03
2018,Sweden,TOTAL,0.2
2018,Sweden,MONTANE,0.27
2018,Sweden,ALPINE,0.08
2018,Sweden,REMAIN_MOUNT,NaN
2015,Switzerland,REMAIN_MOUNT,NaN
2015,Switzerland,NIVAL,0.26
2015,Switzerland,ALPINE,0.61
2015,Switzerland,MONTANE,4.2
2015,Switzerland,TOTAL,3.1
2018,Switzerland,ALPINE,0.11
2018,Switzerland,TOTAL,0.14
2018,Switzerland,MONTANE,0.17
2018,Switzerland,NIVAL,0.06
2018,Switzerland,REMAIN_MOUNT,NaN
2015,Tajikistan,ALPINE,0.3
2015,Tajikistan,NIVAL,0.04
2015,Tajikistan,MONTANE,1.73
2015,Tajikistan,TOTAL,1.14
2015,Tajikistan,REMAIN_MOUNT,1.87
2018,Tajikistan,REMAIN_MOUNT,0.26
2018,Tajikistan,NIVAL,0.1
2018,Tajikistan,ALPINE,0.4
2018,Tajikistan,TOTAL,0.7
2018,Tajikistan,MONTANE,1.17
2015,Türkiye,NIVAL,0
2015,Türkiye,REMAIN_MOUNT,0.73
2015,Türkiye,TOTAL,0.85
2015,Türkiye,ALPINE,0.55
2015,Türkiye,MONTANE,0.87
2018,Cyprus,NIVAL,NaN
2018,Cyprus,MONTANE,0
2018,Cyprus,ALPINE,NaN
2018,Cyprus,TOTAL,0.04
2018,Cyprus,REMAIN_MOUNT,0.05
2015,Czechia,ALPINE,NaN
2015,Czechia,REMAIN_MOUNT,NaN
2015,Czechia,MONTANE,2.09
2015,Czechia,TOTAL,2.09
2015,Czechia,NIVAL,NaN
2018,Czechia,NIVAL,NaN
2018,Czechia,MONTANE,0.28
2018,Türkiye,MONTANE,0.16
2018,Türkiye,ALPINE,0.02
2018,Türkiye,REMAIN_MOUNT,0.24
2018,Türkiye,TOTAL,0.17
2018,Türkiye,NIVAL,0
2015,Turkmenistan,MONTANE,0.9
2015,Turkmenistan,REMAIN_MOUNT,0.43
2015,Turkmenistan,TOTAL,0.56
2015,Turkmenistan,ALPINE,NaN
2015,Turkmenistan,NIVAL,NaN
2018,Turkmenistan,NIVAL,NaN
2018,Turkmenistan,ALPINE,NaN
2018,Czechia,ALPINE,NaN
2018,Czechia,REMAIN_MOUNT,NaN
2018,Czechia,TOTAL,0.28
2015,Denmark,TOTAL,NaN
2015,Denmark,REMAIN_MOUNT,NaN
2015,Denmark,ALPINE,NaN
2015,Denmark,NIVAL,NaN
2015,Denmark,MONTANE,NaN
2018,Denmark,NIVAL,NaN
2018,Denmark,ALPINE,NaN
2018,Denmark,TOTAL,NaN
2018,Denmark,REMAIN_MOUNT,NaN
2018,Denmark,MONTANE,NaN
2018,Turkmenistan,TOTAL,0.17
2018,Turkmenistan,MONTANE,0.22
2018,Turkmenistan,REMAIN_MOUNT,0.15
2015,Ukraine,NIVAL,NaN
2015,Ukraine,ALPINE,NaN
2015,Ukraine,REMAIN_MOUNT,NaN
2015,Ukraine,TOTAL,1.37
2015,Ukraine,MONTANE,1.37
2018,Ukraine,TOTAL,0.07
2018,Ukraine,MONTANE,0.07
2018,Ukraine,REMAIN_MOUNT,NaN
2018,Ukraine,ALPINE,NaN
2015,Estonia,REMAIN_MOUNT,NaN
2015,Estonia,TOTAL,NaN
2015,Estonia,NIVAL,NaN
2015,Estonia,ALPINE,NaN
2015,Estonia,MONTANE,NaN
2018,Estonia,NIVAL,NaN
2018,Estonia,MONTANE,NaN
2018,Estonia,TOTAL,NaN
2018,Estonia,ALPINE,NaN
2018,Estonia,REMAIN_MOUNT,NaN
2015,Finland,TOTAL,1.76
2015,Finland,REMAIN_MOUNT,NaN
2015,Finland,ALPINE,1.79
2015,Finland,NIVAL,0
2015,Finland,MONTANE,1.75
2018,Finland,ALPINE,0.1
2018,Finland,MONTANE,0.95
2018,Finland,TOTAL,0.64
2018,Finland,REMAIN_MOUNT,NaN
2018,Finland,NIVAL,0
2015,France,NIVAL,NaN
2015,France,REMAIN_MOUNT,NaN
2015,France,MONTANE,NaN
2015,France,TOTAL,NaN
2015,France,ALPINE,NaN
2018,France,NIVAL,NaN
2018,France,MONTANE,NaN
2018,France,ALPINE,NaN
2018,France,REMAIN_MOUNT,NaN
2018,France,TOTAL,NaN
2015,Georgia,ALPINE,NaN
2015,Georgia,TOTAL,NaN
2015,Georgia,REMAIN_MOUNT,NaN
2015,Georgia,MONTANE,NaN
2015,Georgia,NIVAL,NaN
2018,Ukraine,NIVAL,NaN
2015,North Macedonia,NIVAL,NaN
2015,North Macedonia,ALPINE,0
2015,North Macedonia,REMAIN_MOUNT,NaN
2015,North Macedonia,MONTANE,0.7
2015,North Macedonia,TOTAL,0.7
2018,North Macedonia,ALPINE,0
2018,North Macedonia,NIVAL,NaN
2018,North Macedonia,REMAIN_MOUNT,NaN
2018,North Macedonia,MONTANE,0.05
2018,North Macedonia,TOTAL,0.05
2015,Uzbekistan,ALPINE,2.23
2018,Georgia,MONTANE,NaN
2018,Georgia,NIVAL,NaN
2018,Georgia,ALPINE,NaN
2018,Georgia,TOTAL,NaN
2018,Georgia,REMAIN_MOUNT,NaN
2015,Germany,TOTAL,NaN
2015,Germany,REMAIN_MOUNT,NaN
2015,Germany,ALPINE,NaN
2015,Germany,NIVAL,NaN
2015,Germany,MONTANE,NaN
2018,Germany,TOTAL,NaN
2018,Germany,NIVAL,NaN
2018,Germany,ALPINE,NaN
2018,Germany,MONTANE,NaN
2018,Germany,REMAIN_MOUNT,NaN
2015,Greece,ALPINE,NaN
2015,Greece,TOTAL,0.79
2015,Greece,NIVAL,NaN
2015,Greece,MONTANE,0.66
2015,Greece,REMAIN_MOUNT,1.25
2018,Greece,NIVAL,NaN
2018,Greece,REMAIN_MOUNT,0.05
2018,Greece,MONTANE,0.07
2018,Greece,TOTAL,0.06
2018,Greece,ALPINE,NaN
2015,Hungary,ALPINE,NaN
2015,Hungary,MONTANE,0.68
2015,Hungary,REMAIN_MOUNT,NaN
2015,Hungary,TOTAL,0.68
2015,Hungary,NIVAL,NaN
2018,Hungary,ALPINE,NaN
2018,Hungary,REMAIN_MOUNT,NaN
2018,Hungary,TOTAL,0.04
2018,Hungary,MONTANE,0.04
2018,Hungary,NIVAL,NaN
2015,Iceland,NIVAL,0
2015,Iceland,TOTAL,0
2015,Iceland,MONTANE,0
2015,Iceland,ALPINE,0
2015,Iceland,REMAIN_MOUNT,NaN
2018,Iceland,TOTAL,0
2018,Iceland,MONTANE,0
2018,Iceland,NIVAL,0
2018,Iceland,ALPINE,0
2018,Iceland,REMAIN_MOUNT,NaN
2015,Ireland,ALPINE,0
2015,Ireland,MONTANE,0.28
2015,Ireland,NIVAL,NaN
2015,Ireland,REMAIN_MOUNT,NaN
2015,Ireland,TOTAL,0.27
2018,Ireland,ALPINE,0.22
2018,Ireland,MONTANE,0.3
2018,Ireland,TOTAL,0.29
2018,Ireland,NIVAL,NaN
2018,Ireland,REMAIN_MOUNT,NaN
2015,Italy,NIVAL,0.2
2015,Italy,TOTAL,1.73
2015,Italy,MONTANE,1.83
2015,Italy,ALPINE,0.58
2015,Italy,REMAIN_MOUNT,1.63
2018,Italy,NIVAL,0.05
2018,Italy,MONTANE,0.12
2018,Italy,REMAIN_MOUNT,0.04
2018,Italy,TOTAL,0.11
2018,Italy,ALPINE,0.18
2015,Kazakhstan,TOTAL,2.57
2015,Kazakhstan,NIVAL,0.18
2015,Kazakhstan,REMAIN_MOUNT,2.64
2015,Kazakhstan,MONTANE,2.62
2015,Kazakhstan,ALPINE,1.79
2018,Kazakhstan,REMAIN_MOUNT,0.32
2018,Kazakhstan,NIVAL,0.02
2018,Kazakhstan,TOTAL,0.35
2018,Kazakhstan,MONTANE,0.37
2018,Kazakhstan,ALPINE,0.19
2015,Kyrgyzstan,REMAIN_MOUNT,2.57
2015,Kyrgyzstan,ALPINE,1.2
2015,Kyrgyzstan,NIVAL,0.37
2015,Kyrgyzstan,TOTAL,2.31
2015,Kyrgyzstan,MONTANE,2.66
2018,Kyrgyzstan,MONTANE,0.22
2018,Kyrgyzstan,NIVAL,0.02
2018,Kyrgyzstan,ALPINE,0.11
2018,Kyrgyzstan,TOTAL,0.19
2018,Kyrgyzstan,REMAIN_MOUNT,0.16
2015,Latvia,REMAIN_MOUNT,NaN
2015,Latvia,TOTAL,NaN
2015,Latvia,ALPINE,NaN
2015,Latvia,NIVAL,NaN
2015,Latvia,MONTANE,NaN
2018,Latvia,NIVAL,NaN
2018,Latvia,MONTANE,NaN
2018,Latvia,ALPINE,NaN
2018,Latvia,REMAIN_MOUNT,NaN
2018,Latvia,TOTAL,NaN
2015,Liechtenstein,REMAIN_MOUNT,NaN
2015,Liechtenstein,MONTANE,11.96
2015,Liechtenstein,ALPINE,0
2015,Liechtenstein,NIVAL,NaN
2015,Liechtenstein,TOTAL,11.2
2018,Liechtenstein,MONTANE,0.61
2018,Liechtenstein,REMAIN_MOUNT,NaN
2018,Liechtenstein,NIVAL,NaN
2018,Liechtenstein,ALPINE,0
2018,Liechtenstein,TOTAL,0.57
2015,Lithuania,MONTANE,NaN
2015,Lithuania,REMAIN_MOUNT,NaN
2015,Lithuania,TOTAL,NaN
2015,Lithuania,ALPINE,NaN
2015,Lithuania,NIVAL,NaN
2018,Lithuania,REMAIN_MOUNT,NaN
2018,Lithuania,ALPINE,NaN
2018,Lithuania,NIVAL,NaN
2018,Lithuania,MONTANE,NaN
2018,Lithuania,TOTAL,NaN
2015,Luxembourg,REMAIN_MOUNT,NaN
2015,Luxembourg,MONTANE,2.13
2015,Luxembourg,TOTAL,2.13
2015,Luxembourg,NIVAL,NaN
2015,Luxembourg,ALPINE,NaN
2018,Luxembourg,NIVAL,NaN
2018,Luxembourg,REMAIN_MOUNT,NaN
2018,Luxembourg,TOTAL,0
2018,Luxembourg,MONTANE,0
2018,Luxembourg,ALPINE,NaN
2015,Malta,TOTAL,NaN
2015,Malta,ALPINE,NaN
2015,Malta,MONTANE,NaN
2015,Malta,NIVAL,NaN
2015,Malta,REMAIN_MOUNT,NaN
2018,Malta,NIVAL,NaN
2018,Malta,TOTAL,NaN
2018,Malta,REMAIN_MOUNT,NaN
2018,Malta,MONTANE,NaN
2018,Malta,ALPINE,NaN
2015,Republic of Moldova,REMAIN_MOUNT,NaN
2015,Republic of Moldova,NIVAL,NaN
2015,Republic of Moldova,ALPINE,NaN
2015,Republic of Moldova,MONTANE,3.7
2015,Republic of Moldova,TOTAL,3.7
2018,Republic of Moldova,TOTAL,0
2018,Republic of Moldova,REMAIN_MOUNT,NaN
2018,Republic of Moldova,ALPINE,NaN
2018,Republic of Moldova,MONTANE,0
2018,Republic of Moldova,NIVAL,NaN
2015,Montenegro,NIVAL,NaN
2015,Montenegro,ALPINE,0
2015,Montenegro,TOTAL,0.81
2015,Montenegro,MONTANE,0.81
2015,Montenegro,REMAIN_MOUNT,0.55
2018,Montenegro,REMAIN_MOUNT,0.11
2018,Montenegro,ALPINE,0
2018,Montenegro,NIVAL,NaN
2018,Montenegro,TOTAL,0.48
2018,Montenegro,MONTANE,0.48
2015,Netherlands,TOTAL,NaN
2015,Netherlands,ALPINE,NaN
2015,Netherlands,MONTANE,NaN
2015,Netherlands,NIVAL,NaN
2015,Netherlands,REMAIN_MOUNT,NaN
2018,Netherlands,TOTAL,NaN
2018,Netherlands,ALPINE,NaN
2018,Netherlands,REMAIN_MOUNT,NaN
2018,Netherlands,MONTANE,NaN
2018,Netherlands,NIVAL,NaN
2015,Norway,NIVAL,NaN
2015,Norway,ALPINE,NaN
2015,Norway,TOTAL,NaN
2015,Norway,MONTANE,NaN
2015,Norway,REMAIN_MOUNT,NaN
2018,Norway,TOTAL,NaN
2018,Norway,NIVAL,NaN
2018,Norway,MONTANE,NaN
2018,Norway,ALPINE,NaN
2018,Norway,REMAIN_MOUNT,NaN
2015,Poland,NIVAL,0
2015,Poland,MONTANE,1.95
2015,Poland,TOTAL,1.95
2015,Poland,REMAIN_MOUNT,NaN
2015,Poland,ALPINE,0.9
2018,Poland,REMAIN_MOUNT,NaN
2015,Uzbekistan,NIVAL,0.25
2015,Uzbekistan,REMAIN_MOUNT,2.19
2015,Uzbekistan,MONTANE,2.41
2015,Uzbekistan,TOTAL,2.31
2018,Uzbekistan,ALPINE,0.42
2018,Uzbekistan,REMAIN_MOUNT,0.24
2018,Uzbekistan,TOTAL,0.35
2018,Uzbekistan,MONTANE,0.39
2018,Uzbekistan,NIVAL,0.01
2018,Poland,MONTANE,0.12
2018,Poland,TOTAL,0.12
2018,Poland,NIVAL,0
2018,Poland,ALPINE,0
2015,Portugal,REMAIN_MOUNT,2.76
2015,Portugal,REMAIN_MOUNT,2.76