Year,GeoAreaName,Type of renewable technology,Value
2006,Belarus,MARINE,0
2006,Belarus,ALL,0
2006,Belarus,GEOTHERMAL,0
2015,Bosnia and Herzegovina,ALL,6.52
2015,Bosnia and Herzegovina,MULTIPLE,4.98
2015,Bosnia and Herzegovina,BIOENERGY,1.09
2015,Bosnia and Herzegovina,SOLAR,0
2016,Bosnia and Herzegovina,MULTIPLE,0.15
2018,Albania,SOLAR,0
2018,Albania,HYDROPOWER,0
2018,Albania,ALL,0
2018,Albania,MARINE,0
2018,Albania,BIOENERGY,0
2006,Belarus,SOLAR,0
2006,Belarus,WIND,0
2007,Belarus,GEOTHERMAL,0
2007,Belarus,HYDROPOWER,0
2007,Belarus,SOLAR,0
2016,Bosnia and Herzegovina,ALL,3.72
2016,Bosnia and Herzegovina,GEOTHERMAL,0.1
2016,Bosnia and Herzegovina,MARINE,0
2016,Bosnia and Herzegovina,WIND,0
2016,Bosnia and Herzegovina,HYDROPOWER,0.03
2018,Albania,WIND,0
2018,Albania,MULTIPLE,0
2019,Albania,HYDROPOWER,0
2019,Albania,MULTIPLE,3.75
2019,Albania,GEOTHERMAL,0
2007,Belarus,WIND,0
2007,Belarus,ALL,0.27
2007,Belarus,BIOENERGY,0.27
2007,Belarus,MARINE,0
2007,Belarus,MULTIPLE,0
2019,Albania,MARINE,0
2019,Albania,ALL,3.75
2019,Albania,SOLAR,0
2019,Albania,WIND,0
2019,Albania,BIOENERGY,0
2020,Albania,SOLAR,0
2020,Albania,WIND,0
2020,Albania,GEOTHERMAL,0
2020,Albania,MULTIPLE,0
2020,Albania,HYDROPOWER,0
2016,Bosnia and Herzegovina,SOLAR,3.27
2016,Bosnia and Herzegovina,BIOENERGY,0.18
2017,Bosnia and Herzegovina,BIOENERGY,10.31
2017,Bosnia and Herzegovina,SOLAR,0.23
2017,Bosnia and Herzegovina,WIND,72.29
2017,Bosnia and Herzegovina,MARINE,0
2017,Bosnia and Herzegovina,MULTIPLE,0.03
2017,Bosnia and Herzegovina,GEOTHERMAL,0.34
2017,Bosnia and Herzegovina,HYDROPOWER,0.01
2017,Bosnia and Herzegovina,ALL,83.19
2008,Belarus,ALL,0.06
2008,Belarus,WIND,0
2008,Belarus,SOLAR,0
2008,Belarus,MULTIPLE,0
2008,Belarus,BIOENERGY,0.06
2020,Albania,ALL,0
2020,Albania,MARINE,0
2020,Albania,BIOENERGY,0
2021,Albania,MARINE,0
2021,Albania,ALL,54.31
2018,Bosnia and Herzegovina,BIOENERGY,0
2018,Bosnia and Herzegovina,ALL,1.34
2018,Bosnia and Herzegovina,HYDROPOWER,0
2018,Bosnia and Herzegovina,MARINE,0
2018,Bosnia and Herzegovina,SOLAR,0.34
2008,Belarus,HYDROPOWER,0
2008,Belarus,MARINE,0
2008,Belarus,GEOTHERMAL,0
2009,Belarus,SOLAR,0
2009,Belarus,WIND,0
2009,Belarus,ALL,0.18
2009,Belarus,MULTIPLE,0
2009,Belarus,MARINE,0
2009,Belarus,GEOTHERMAL,0
2009,Belarus,HYDROPOWER,0.02
2018,Bosnia and Herzegovina,WIND,0
2018,Bosnia and Herzegovina,GEOTHERMAL,0
2018,Bosnia and Herzegovina,MULTIPLE,1
2019,Bosnia and Herzegovina,MULTIPLE,2.93
2019,Bosnia and Herzegovina,BIOENERGY,0
2009,Belarus,BIOENERGY,0.16
2010,Belarus,GEOTHERMAL,0
2010,Belarus,BIOENERGY,0.05
2010,Belarus,ALL,0.13
2010,Belarus,WIND,0
2019,Bosnia and Herzegovina,GEOTHERMAL,0
2019,Bosnia and Herzegovina,SOLAR,0.45
2019,Bosnia and Herzegovina,HYDROPOWER,17.39
2019,Bosnia and Herzegovina,ALL,20.76
2019,Bosnia and Herzegovina,WIND,0
2021,Albania,SOLAR,10.07
2021,Albania,BIOENERGY,0
2021,Albania,HYDROPOWER,44.24
2021,Albania,MULTIPLE,0
2021,Albania,WIND,0
2010,Belarus,SOLAR,0
2010,Belarus,MARINE,0
2010,Belarus,HYDROPOWER,0
2010,Belarus,MULTIPLE,0.09
2011,Belarus,MULTIPLE,0.02
2011,Belarus,MARINE,0
2011,Belarus,GEOTHERMAL,0
2011,Belarus,HYDROPOWER,204.61
2011,Belarus,SOLAR,0
2011,Belarus,WIND,0
2019,Bosnia and Herzegovina,MARINE,0
2020,Bosnia and Herzegovina,WIND,0
2020,Bosnia and Herzegovina,SOLAR,0.02
2020,Bosnia and Herzegovina,ALL,3.72
2020,Bosnia and Herzegovina,HYDROPOWER,0
2011,Belarus,BIOENERGY,0
2011,Belarus,ALL,204.63
2012,Belarus,MULTIPLE,0
2012,Belarus,GEOTHERMAL,0
2012,Belarus,BIOENERGY,0
2012,Belarus,WIND,3.03
2012,Belarus,ALL,3.03
2012,Belarus,MARINE,0
2012,Belarus,SOLAR,0
2012,Belarus,HYDROPOWER,0
2020,Bosnia and Herzegovina,MARINE,0
2020,Bosnia and Herzegovina,GEOTHERMAL,0
2020,Bosnia and Herzegovina,BIOENERGY,0
2020,Bosnia and Herzegovina,MULTIPLE,3.7
2021,Bosnia and Herzegovina,BIOENERGY,0.05
2003,Azerbaijan,GEOTHERMAL,0
2003,Azerbaijan,BIOENERGY,0
2004,Azerbaijan,BIOENERGY,0
2004,Azerbaijan,GEOTHERMAL,0
2004,Azerbaijan,MULTIPLE,0
2021,Bosnia and Herzegovina,GEOTHERMAL,0
2021,Bosnia and Herzegovina,SOLAR,0.06
2021,Bosnia and Herzegovina,MARINE,0
2021,Bosnia and Herzegovina,MULTIPLE,0.33
2021,Bosnia and Herzegovina,HYDROPOWER,0
2004,Azerbaijan,ALL,0
2004,Azerbaijan,SOLAR,0
2004,Azerbaijan,WIND,0
2004,Azerbaijan,MARINE,0
2004,Azerbaijan,HYDROPOWER,0
2005,Azerbaijan,MARINE,0
2005,Azerbaijan,HYDROPOWER,0.5
2005,Azerbaijan,WIND,0
2005,Azerbaijan,SOLAR,0
2005,Azerbaijan,ALL,2.22
2005,Azerbaijan,MULTIPLE,1.72
2005,Azerbaijan,GEOTHERMAL,0
2005,Azerbaijan,BIOENERGY,0
2006,Azerbaijan,WIND,0
2006,Azerbaijan,MARINE,0
2006,Azerbaijan,BIOENERGY,0
2006,Azerbaijan,GEOTHERMAL,0
2006,Azerbaijan,ALL,0.43
2006,Azerbaijan,HYDROPOWER,0.43
2006,Azerbaijan,SOLAR,0
2006,Azerbaijan,MULTIPLE,0
2007,Azerbaijan,MULTIPLE,0
2007,Azerbaijan,GEOTHERMAL,0
2007,Azerbaijan,BIOENERGY,0
2007,Azerbaijan,WIND,0
2007,Azerbaijan,ALL,0
2007,Azerbaijan,MARINE,0
2007,Azerbaijan,SOLAR,0
2007,Azerbaijan,HYDROPOWER,0
2008,Azerbaijan,WIND,0
2008,Azerbaijan,HYDROPOWER,0
2008,Azerbaijan,SOLAR,0
2008,Azerbaijan,MARINE,0
2008,Azerbaijan,BIOENERGY,0
2008,Azerbaijan,GEOTHERMAL,0
2008,Azerbaijan,ALL,0
2008,Azerbaijan,MULTIPLE,0
2009,Azerbaijan,MARINE,0
2009,Azerbaijan,ALL,0.17
2009,Azerbaijan,HYDROPOWER,0
2009,Azerbaijan,WIND,0
2009,Azerbaijan,MULTIPLE,0.17
2009,Azerbaijan,SOLAR,0
2009,Azerbaijan,GEOTHERMAL,0
2009,Azerbaijan,BIOENERGY,0
2021,Albania,GEOTHERMAL,0
2000,Georgia,SOLAR,0
2000,Georgia,GEOTHERMAL,0
2000,Georgia,MARINE,0
2000,Georgia,MULTIPLE,0
2000,Georgia,HYDROPOWER,0
2000,Georgia,WIND,0
2000,Georgia,ALL,0
2000,Georgia,BIOENERGY,0
2001,Georgia,WIND,0
2001,Georgia,MARINE,0
2001,Georgia,BIOENERGY,0
2001,Georgia,ALL,18.95
2001,Georgia,HYDROPOWER,18.95
2001,Georgia,GEOTHERMAL,0
2001,Georgia,MULTIPLE,0
2001,Georgia,SOLAR,0
2002,Georgia,HYDROPOWER,0
2002,Georgia,BIOENERGY,0
2002,Georgia,ALL,0
2002,Georgia,SOLAR,0
2002,Georgia,GEOTHERMAL,0
2002,Georgia,MULTIPLE,0
2002,Georgia,MARINE,0
2002,Georgia,WIND,0
2021,Bosnia and Herzegovina,ALL,0.44
2021,Bosnia and Herzegovina,WIND,0
2000,Kazakhstan,ALL,0
2000,Kazakhstan,MULTIPLE,0
2000,Kazakhstan,SOLAR,0
2003,Georgia,ALL,1.91
2003,Georgia,BIOENERGY,0
2003,Georgia,MULTIPLE,1.91
2003,Georgia,SOLAR,0
2003,Georgia,HYDROPOWER,0
2000,Kazakhstan,HYDROPOWER,0
2000,Kazakhstan,MARINE,0
2000,Kazakhstan,BIOENERGY,0
2000,Kazakhstan,GEOTHERMAL,0
2000,Kazakhstan,WIND,0
2001,Kazakhstan,SOLAR,0
2001,Kazakhstan,GEOTHERMAL,0
2001,Kazakhstan,WIND,0
2001,Kazakhstan,MARINE,0
2001,Kazakhstan,ALL,0
2013,Belarus,BIOENERGY,0
2013,Belarus,GEOTHERMAL,0
2013,Belarus,SOLAR,0
2013,Belarus,WIND,0
2013,Belarus,HYDROPOWER,0
2003,Georgia,WIND,0
2003,Georgia,MARINE,0
2003,Georgia,GEOTHERMAL,0
2004,Georgia,MARINE,0
2004,Georgia,WIND,0
2001,Kazakhstan,BIOENERGY,0
2001,Kazakhstan,HYDROPOWER,0
2001,Kazakhstan,MULTIPLE,0
2002,Kazakhstan,MARINE,0
2002,Kazakhstan,SOLAR,0
2013,Belarus,MULTIPLE,0.27
2013,Belarus,MARINE,0
2013,Belarus,ALL,0.27
2014,Belarus,ALL,62.92
2014,Belarus,MARINE,0
2014,Belarus,HYDROPOWER,0
2014,Belarus,MULTIPLE,0
2014,Belarus,GEOTHERMAL,0
2014,Belarus,BIOENERGY,62.92
2014,Belarus,WIND,0
2002,Kazakhstan,ALL,0
2002,Kazakhstan,MULTIPLE,0
2002,Kazakhstan,WIND,0
2002,Kazakhstan,HYDROPOWER,0
2002,Kazakhstan,GEOTHERMAL,0
2004,Georgia,HYDROPOWER,2.85
2004,Georgia,BIOENERGY,0
2004,Georgia,ALL,3.56
2004,Georgia,SOLAR,0
2004,Georgia,MULTIPLE,0.7
2004,Georgia,GEOTHERMAL,0
2005,Georgia,MULTIPLE,9.22
2005,Georgia,HYDROPOWER,0.6
2005,Georgia,MARINE,0
2005,Georgia,GEOTHERMAL,0
2002,Kazakhstan,BIOENERGY,0
2003,Kazakhstan,WIND,0
2003,Kazakhstan,MULTIPLE,0
2003,Kazakhstan,ALL,0
2003,Kazakhstan,BIOENERGY,0
2005,Georgia,ALL,9.82
2005,Georgia,BIOENERGY,0
2005,Georgia,WIND,0
2005,Georgia,SOLAR,0
2006,Georgia,MULTIPLE,2.22
2003,Kazakhstan,GEOTHERMAL,0
2003,Kazakhstan,SOLAR,0
2003,Kazakhstan,HYDROPOWER,0
2003,Kazakhstan,MARINE,0
2004,Kazakhstan,BIOENERGY,0
2006,Georgia,GEOTHERMAL,0
2006,Georgia,MARINE,0
2006,Georgia,WIND,0
2006,Georgia,SOLAR,0
2006,Georgia,HYDROPOWER,0.37
2004,Kazakhstan,MARINE,0
2004,Kazakhstan,SOLAR,0
2004,Kazakhstan,HYDROPOWER,0
2004,Kazakhstan,ALL,0
2004,Kazakhstan,MULTIPLE,0
2014,Belarus,SOLAR,0
2015,Belarus,WIND,0
2015,Belarus,SOLAR,0
2015,Belarus,HYDROPOWER,0
2015,Belarus,MARINE,0
2006,Georgia,BIOENERGY,0
2006,Georgia,ALL,2.59
2007,Georgia,WIND,0
2007,Georgia,MARINE,0
2007,Georgia,BIOENERGY,0
2004,Kazakhstan,GEOTHERMAL,0
2004,Kazakhstan,WIND,0
2005,Kazakhstan,BIOENERGY,0
2005,Kazakhstan,GEOTHERMAL,0
2005,Kazakhstan,MULTIPLE,0
2007,Georgia,SOLAR,0
2007,Georgia,ALL,0
2007,Georgia,GEOTHERMAL,0
2007,Georgia,MULTIPLE,0
2007,Georgia,HYDROPOWER,0
2008,Georgia,HYDROPOWER,0
2008,Georgia,MULTIPLE,0
2008,Georgia,ALL,0
2008,Georgia,GEOTHERMAL,0
2008,Georgia,MARINE,0
2005,Kazakhstan,ALL,0
2005,Kazakhstan,HYDROPOWER,0
2005,Kazakhstan,MARINE,0
2005,Kazakhstan,WIND,0
2005,Kazakhstan,SOLAR,0
2015,Belarus,ALL,0.02
2015,Belarus,GEOTHERMAL,0
2015,Belarus,MULTIPLE,0.02
2015,Belarus,BIOENERGY,0
2016,Belarus,GEOTHERMAL,0
2006,Kazakhstan,MULTIPLE,0
2006,Kazakhstan,GEOTHERMAL,0
2006,Kazakhstan,ALL,357.5
2006,Kazakhstan,BIOENERGY,0
2006,Kazakhstan,MARINE,0
2006,Kazakhstan,HYDROPOWER,357.5
2006,Kazakhstan,WIND,0
2006,Kazakhstan,SOLAR,0
2007,Kazakhstan,WIND,0
2007,Kazakhstan,MARINE,0
2016,Belarus,SOLAR,0
2016,Belarus,ALL,0.14
2016,Belarus,MARINE,0
2016,Belarus,HYDROPOWER,0
2016,Belarus,BIOENERGY,0.04
2007,Kazakhstan,SOLAR,0
2007,Kazakhstan,HYDROPOWER,59.82
2007,Kazakhstan,ALL,59.82
2007,Kazakhstan,BIOENERGY,0
2007,Kazakhstan,GEOTHERMAL,0
2016,Belarus,MULTIPLE,0.1
2016,Belarus,WIND,0
2017,Belarus,HYDROPOWER,0
2017,Belarus,MARINE,0
2017,Belarus,ALL,0.13
2017,Belarus,MULTIPLE,0.13
2017,Belarus,BIOENERGY,0
2017,Belarus,SOLAR,0
2017,Belarus,GEOTHERMAL,0
2017,Belarus,WIND,0
2018,Belarus,MULTIPLE,16.03
2018,Belarus,WIND,0
2018,Belarus,GEOTHERMAL,0
2018,Belarus,SOLAR,0
2018,Belarus,ALL,16.03
2007,Kazakhstan,MULTIPLE,0
2008,Kazakhstan,ALL,2.77
2008,Kazakhstan,HYDROPOWER,0
2008,Kazakhstan,SOLAR,0
2008,Kazakhstan,GEOTHERMAL,0
2008,Georgia,WIND,0
2008,Georgia,SOLAR,0
2008,Georgia,BIOENERGY,0
2009,Georgia,BIOENERGY,0
2009,Georgia,SOLAR,0
2018,Belarus,MARINE,0
2018,Belarus,BIOENERGY,0
2018,Belarus,HYDROPOWER,0
2019,Belarus,MULTIPLE,11.89
2019,Belarus,BIOENERGY,148.58
2000,Kosovo,SOLAR,0
2000,Kosovo,WIND,0
2000,Kosovo,GEOTHERMAL,0
2000,Kosovo,MULTIPLE,0
2000,Kosovo,HYDROPOWER,0
2019,Belarus,GEOTHERMAL,0
2019,Belarus,WIND,0
2019,Belarus,HYDROPOWER,0
2019,Belarus,SOLAR,0
2019,Belarus,MARINE,0
2000,Kosovo,MARINE,0
2000,Kosovo,ALL,0
2000,Kosovo,BIOENERGY,0
2001,Kosovo,ALL,0
2001,Kosovo,MARINE,0
2019,Belarus,ALL,160.47
2020,Belarus,MARINE,0
2020,Belarus,BIOENERGY,0.13
2020,Belarus,MULTIPLE,0
2020,Belarus,WIND,0
2020,Belarus,ALL,0.36
2020,Belarus,GEOTHERMAL,0
2020,Belarus,SOLAR,0.23
2020,Belarus,HYDROPOWER,0
2021,Belarus,GEOTHERMAL,0
2021,Belarus,WIND,0
2021,Belarus,HYDROPOWER,0
2021,Belarus,SOLAR,0
2021,Belarus,ALL,0
2021,Belarus,MULTIPLE,0
2001,Kosovo,SOLAR,0
2001,Kosovo,BIOENERGY,0
2001,Kosovo,HYDROPOWER,0
2001,Kosovo,WIND,0
2001,Kosovo,MULTIPLE,0
2001,Kosovo,GEOTHERMAL,0
2002,Kosovo,ALL,0
2002,Kosovo,BIOENERGY,0
2002,Kosovo,SOLAR,0
2002,Kosovo,WIND,0
2008,Kazakhstan,BIOENERGY,0
2008,Kazakhstan,MULTIPLE,2.77
2008,Kazakhstan,MARINE,0
2008,Kazakhstan,WIND,0
2009,Kazakhstan,SOLAR,0
2002,Kosovo,GEOTHERMAL,0
2002,Kosovo,MARINE,0
2002,Kosovo,MULTIPLE,0
2002,Kosovo,HYDROPOWER,0
2003,Kosovo,SOLAR,0
2021,Belarus,BIOENERGY,0
2021,Belarus,MARINE,0
2017,Kyrgyzstan,MARINE,0
2017,Kyrgyzstan,SOLAR,0.07
2017,Kyrgyzstan,WIND,0
2009,Kazakhstan,HYDROPOWER,0
2009,Kazakhstan,ALL,0
2009,Kazakhstan,BIOENERGY,0
2009,Kazakhstan,MULTIPLE,0
2009,Kazakhstan,WIND,0
2017,Kyrgyzstan,BIOENERGY,0
2018,Kyrgyzstan,BIOENERGY,0
2018,Kyrgyzstan,WIND,0
2018,Kyrgyzstan,SOLAR,0.01
2018,Kyrgyzstan,MARINE,0
2009,Kazakhstan,MARINE,0
2009,Kazakhstan,GEOTHERMAL,0
2010,Kazakhstan,MARINE,0
2010,Kazakhstan,WIND,0
2010,Kazakhstan,ALL,1.4
2003,Kosovo,BIOENERGY,0
2003,Kosovo,MULTIPLE,0
2003,Kosovo,WIND,0
2003,Kosovo,HYDROPOWER,0
2003,Kosovo,ALL,0
2009,Georgia,ALL,0.93
2009,Georgia,HYDROPOWER,0.82
2009,Georgia,MULTIPLE,0.11
2009,Georgia,WIND,0
2009,Georgia,MARINE,0
2010,Kazakhstan,MULTIPLE,0.63
2010,Kazakhstan,BIOENERGY,0
2010,Kazakhstan,GEOTHERMAL,0
2010,Kazakhstan,SOLAR,0.77
2010,Kazakhstan,HYDROPOWER,0
2018,Kyrgyzstan,ALL,0.08
2018,Kyrgyzstan,GEOTHERMAL,0
2018,Kyrgyzstan,HYDROPOWER,0
2018,Kyrgyzstan,MULTIPLE,0.06
2019,Kyrgyzstan,SOLAR,0
2019,Kyrgyzstan,WIND,0
2019,Kyrgyzstan,MULTIPLE,0.01
2019,Kyrgyzstan,HYDROPOWER,88.59
2019,Kyrgyzstan,GEOTHERMAL,0
2019,Kyrgyzstan,ALL,88.6
2011,Kazakhstan,SOLAR,0.43
2011,Kazakhstan,WIND,0
2011,Kazakhstan,HYDROPOWER,0
2011,Kazakhstan,MULTIPLE,1.33
2011,Kazakhstan,MARINE,0
2019,Kyrgyzstan,MARINE,0
2019,Kyrgyzstan,BIOENERGY,0
2020,Kyrgyzstan,HYDROPOWER,0.06
2020,Kyrgyzstan,MULTIPLE,0
2020,Kyrgyzstan,ALL,0.06
2011,Kazakhstan,ALL,1.76
2011,Kazakhstan,GEOTHERMAL,0
2011,Kazakhstan,BIOENERGY,0
2012,Kazakhstan,MULTIPLE,28.19
2012,Kazakhstan,BIOENERGY,0
2009,Georgia,GEOTHERMAL,0
2010,Georgia,SOLAR,4.63
2010,Georgia,BIOENERGY,1
2010,Georgia,MULTIPLE,0
2010,Georgia,GEOTHERMAL,0
2010,Georgia,ALL,8.58
2010,Georgia,HYDROPOWER,2.95
2010,Georgia,MARINE,0
2010,Georgia,WIND,0
2011,Georgia,ALL,142.08
2003,Kosovo,MARINE,0
2003,Kosovo,GEOTHERMAL,0
2004,Kosovo,GEOTHERMAL,0
2004,Kosovo,MARINE,0
2004,Kosovo,HYDROPOWER,0
2012,Kazakhstan,ALL,28.19
2012,Kazakhstan,MARINE,0
2012,Kazakhstan,GEOTHERMAL,0
2012,Kazakhstan,HYDROPOWER,0
2012,Kazakhstan,WIND,0
2020,Kyrgyzstan,BIOENERGY,0
2020,Kyrgyzstan,MARINE,0
2020,Kyrgyzstan,GEOTHERMAL,0
2020,Kyrgyzstan,WIND,0
2020,Kyrgyzstan,SOLAR,0
2021,Kyrgyzstan,BIOENERGY,0
2021,Kyrgyzstan,ALL,0
2021,Kyrgyzstan,HYDROPOWER,0
2021,Kyrgyzstan,GEOTHERMAL,0
2021,Kyrgyzstan,MARINE,0
2012,Kazakhstan,SOLAR,0
2013,Kazakhstan,GEOTHERMAL,0
2013,Kazakhstan,BIOENERGY,0
2013,Kazakhstan,MULTIPLE,0.02
2013,Kazakhstan,MARINE,0
2013,Kazakhstan,ALL,0.02
2013,Kazakhstan,WIND,0
2013,Kazakhstan,HYDROPOWER,0
2013,Kazakhstan,SOLAR,0
2014,Kazakhstan,ALL,38.36
2011,Georgia,HYDROPOWER,142.01
2011,Georgia,MULTIPLE,0
2011,Georgia,MARINE,0
2011,Georgia,GEOTHERMAL,0
2011,Georgia,BIOENERGY,0
2014,Kazakhstan,MARINE,0
2014,Kazakhstan,SOLAR,0
2014,Kazakhstan,MULTIPLE,14.99
2014,Kazakhstan,GEOTHERMAL,0
2014,Kazakhstan,BIOENERGY,0
2011,Georgia,SOLAR,0.08
2011,Georgia,WIND,0
2012,Georgia,MARINE,0
2012,Georgia,WIND,0
2012,Georgia,SOLAR,0.13
2014,Kazakhstan,HYDROPOWER,0
2014,Kazakhstan,WIND,23.37
2015,Kazakhstan,HYDROPOWER,0
2015,Kazakhstan,WIND,0
2015,Kazakhstan,SOLAR,0
2015,Kazakhstan,MULTIPLE,49.76
2015,Kazakhstan,ALL,49.76
2015,Kazakhstan,BIOENERGY,0
2015,Kazakhstan,GEOTHERMAL,0
2015,Kazakhstan,MARINE,0
2016,Kazakhstan,WIND,0
2016,Kazakhstan,SOLAR,47.11
2016,Kazakhstan,ALL,47.12
2016,Kazakhstan,MULTIPLE,0.01
2016,Kazakhstan,MARINE,0
2012,Georgia,BIOENERGY,0
2012,Georgia,MULTIPLE,33.76
2012,Georgia,HYDROPOWER,4.54
2012,Georgia,GEOTHERMAL,0
2012,Georgia,ALL,38.43
2004,Kosovo,ALL,0
2004,Kosovo,BIOENERGY,0
2004,Kosovo,SOLAR,0
2004,Kosovo,WIND,0
2004,Kosovo,MULTIPLE,0
2005,Kosovo,WIND,0
2005,Kosovo,MULTIPLE,0
2005,Kosovo,HYDROPOWER,0
2005,Kosovo,MARINE,0
2005,Kosovo,GEOTHERMAL,0
2013,Georgia,GEOTHERMAL,0.03
2013,Georgia,HYDROPOWER,8.27
2013,Georgia,WIND,0
2013,Georgia,SOLAR,0.05
2013,Georgia,ALL,9.86
2016,Kazakhstan,BIOENERGY,0
2016,Kazakhstan,GEOTHERMAL,0
2016,Kazakhstan,HYDROPOWER,0
2017,Kazakhstan,SOLAR,0
2017,Kazakhstan,MARINE,0
2005,Kosovo,SOLAR,0
2005,Kosovo,ALL,0
2005,Kosovo,BIOENERGY,0
2006,Kosovo,WIND,0
2006,Kosovo,MULTIPLE,0
2017,Kazakhstan,ALL,154.3
2017,Kazakhstan,BIOENERGY,0
2017,Kazakhstan,MULTIPLE,154.3
2017,Kazakhstan,WIND,0
2017,Kazakhstan,HYDROPOWER,0
2013,Georgia,BIOENERGY,0
2013,Georgia,MARINE,0
2013,Georgia,MULTIPLE,1.51
2014,Georgia,MARINE,0
2014,Georgia,HYDROPOWER,201.45
2014,Georgia,GEOTHERMAL,0
2014,Georgia,SOLAR,0
2014,Georgia,MULTIPLE,0.04
2014,Georgia,WIND,0
2014,Georgia,BIOENERGY,0.05
2014,Georgia,ALL,201.54
2015,Georgia,WIND,0
2015,Georgia,SOLAR,0
2015,Georgia,ALL,7.05
2015,Georgia,BIOENERGY,0.06
2015,Georgia,MULTIPLE,0.05
2015,Georgia,GEOTHERMAL,0
2015,Georgia,MARINE,0
2015,Georgia,HYDROPOWER,6.94
2016,Georgia,MULTIPLE,17.51
2016,Georgia,BIOENERGY,0
2016,Georgia,ALL,92.98
2016,Georgia,HYDROPOWER,0.53
2016,Georgia,MARINE,0
2016,Georgia,GEOTHERMAL,0
2016,Georgia,SOLAR,74.94
2016,Georgia,WIND,0
2017,Georgia,ALL,30.73
2017,Georgia,BIOENERGY,0
2017,Georgia,MULTIPLE,3.55
2017,Georgia,MARINE,0
2017,Georgia,HYDROPOWER,26.99
2017,Georgia,WIND,0
2017,Georgia,SOLAR,0.2
2017,Georgia,GEOTHERMAL,0
2018,Georgia,SOLAR,0.02
2018,Georgia,WIND,0.06
2018,Georgia,MULTIPLE,37.03
2018,Georgia,BIOENERGY,0
2018,Georgia,ALL,47.66
2018,Georgia,HYDROPOWER,10.55
2018,Georgia,MARINE,0
2018,Georgia,GEOTHERMAL,0
2019,Georgia,MARINE,0
2019,Georgia,HYDROPOWER,0.03
2019,Georgia,SOLAR,12.11
2019,Georgia,GEOTHERMAL,0.23
2019,Georgia,ALL,24.68
2019,Georgia,BIOENERGY,0
2019,Georgia,WIND,0.1
2019,Georgia,MULTIPLE,12.22
2020,Georgia,BIOENERGY,0
2020,Georgia,MARINE,0
2020,Georgia,GEOTHERMAL,0
2020,Georgia,SOLAR,0.59
2020,Georgia,MULTIPLE,0
2020,Georgia,HYDROPOWER,0
2020,Georgia,WIND,0.05
2020,Georgia,ALL,0.64
2021,Georgia,GEOTHERMAL,0
2017,Kazakhstan,GEOTHERMAL,0
2018,Kazakhstan,BIOENERGY,0
2018,Kazakhstan,GEOTHERMAL,0.08
2018,Kazakhstan,ALL,257.25
