Year,GeoAreaName,Education level,Sex,Type of skill,Value
2011,Türkiye,PRIMAR,MALE,SKILL_MATH,51.24732
2011,Türkiye,LOWSEC,MALE,SKILL_MATH,39.27701
2016,Finland,PRIMAR,BOTHSEX,SKILL_READ,98.28993
2016,Finland,PRIMAR,FEMALE,SKILL_READ,98.92597
2016,Finland,PRIMAR,MALE,SKILL_READ,97.65054
2018,Finland,LOWSEC,FEMALE,SKILL_READ,92.74826
2018,Finland,LOWSEC,MALE,SKILL_MATH,83.17412
2018,Finland,LOWSEC,BOTHSEX,SKILL_MATH,85.02446
2018,Finland,LOWSEC,MALE,SKILL_READ,80.39666
2018,Finland,LOWSEC,FEMALE,SKILL_MATH,86.94626
2018,Finland,LOWSEC,BOTHSEX,SKILL_READ,86.45547
2019,Finland,PRIMAR,MALE,SKILL_MATH,78.29525
2019,Finland,PRIMAR,FEMALE,SKILL_MATH,77.87226
2019,Finland,PRIMAR,BOTHSEX,SKILL_MATH,78.04993
2000,France,LOWSEC,FEMALE,SKILL_MATH,85.17
2000,France,LOWSEC,MALE,SKILL_MATH,86.38
2006,Norway,LOWSEC,FEMALE,SKILL_MATH,77.64
2006,Norway,GRAD23,BOTHSEX,SKILL_READ,91.82734
2006,Norway,GRAD23,FEMALE,SKILL_READ,94.20339
2006,Norway,GRAD23,MALE,SKILL_READ,89.81123
2006,Norway,LOWSEC,BOTHSEX,SKILL_MATH,77.76227
2006,Norway,LOWSEC,BOTHSEX,SKILL_READ,77.57219
2006,Norway,LOWSEC,FEMALE,SKILL_READ,85.08
2012,Türkiye,LOWSEC,BOTHSEX,SKILL_READ,78.36575
2012,Türkiye,LOWSEC,FEMALE,SKILL_READ,87.83
2012,Türkiye,LOWSEC,MALE,SKILL_READ,69.1
2015,Türkiye,PRIMAR,FEMALE,SKILL_MATH,56.37688
2015,Türkiye,LOWSEC,FEMALE,SKILL_MATH,43.49122
2015,Türkiye,LOWSEC,BOTHSEX,SKILL_READ,60.02242
2015,Türkiye,PRIMAR,BOTHSEX,SKILL_MATH,57.09063
2006,Norway,LOWSEC,MALE,SKILL_MATH,77.88
2007,Norway,PRIMAR,FEMALE,SKILL_MATH,49.9059
2007,Norway,PRIMAR,MALE,SKILL_MATH,47.48047
2007,Norway,GRAD23,FEMALE,SKILL_MATH,50.14139
2007,Norway,GRAD23,MALE,SKILL_MATH,53.78855
2007,Norway,PRIMAR,BOTHSEX,SKILL_MATH,48.33252
2007,Norway,GRAD23,BOTHSEX,SKILL_MATH,51.91107
2009,Norway,LOWSEC,BOTHSEX,SKILL_MATH,81.82223
2015,Türkiye,LOWSEC,MALE,SKILL_READ,53.92574
2015,Türkiye,LOWSEC,FEMALE,SKILL_READ,66.1306
2015,Türkiye,LOWSEC,MALE,SKILL_MATH,41.47502
2015,Türkiye,PRIMAR,MALE,SKILL_MATH,57.78831
2015,Türkiye,LOWSEC,BOTHSEX,SKILL_MATH,42.38519
2018,Türkiye,LOWSEC,BOTHSEX,SKILL_READ,73.86775
2018,Türkiye,LOWSEC,MALE,SKILL_READ,68.42978
2000,France,LOWSEC,MALE,SKILL_READ,80.08
2000,France,LOWSEC,BOTHSEX,SKILL_MATH,85.61391
2000,France,LOWSEC,FEMALE,SKILL_READ,89.5
2000,France,LOWSEC,BOTHSEX,SKILL_READ,84.8
2001,France,PRIMAR,BOTHSEX,SKILL_READ,95.36404
2001,France,PRIMAR,FEMALE,SKILL_READ,96.82995
2001,France,PRIMAR,MALE,SKILL_READ,94.36311
2009,Norway,LOWSEC,BOTHSEX,SKILL_READ,84.99968
2009,Norway,LOWSEC,FEMALE,SKILL_READ,91.67
2009,Norway,LOWSEC,MALE,SKILL_MATH,82.02
2009,Norway,LOWSEC,MALE,SKILL_READ,78.62
2009,Norway,LOWSEC,FEMALE,SKILL_MATH,81.62
2011,Norway,GRAD23,FEMALE,SKILL_MATH,61.07047
2011,Norway,GRAD23,MALE,SKILL_MATH,64.47237
2011,Norway,PRIMAR,MALE,SKILL_MATH,50.35759
2011,Norway,GRAD23,MALE,SKILL_READ,93.17242
2011,Norway,PRIMAR,BOTHSEX,SKILL_MATH,51.35732
2011,Norway,GRAD23,FEMALE,SKILL_READ,96.44762
2011,Norway,GRAD23,BOTHSEX,SKILL_READ,94.82267
2011,Norway,GRAD23,BOTHSEX,SKILL_MATH,62.72463
2011,Norway,PRIMAR,FEMALE,SKILL_MATH,52.38219
2012,Norway,LOWSEC,MALE,SKILL_MATH,77.41
2003,France,LOWSEC,FEMALE,SKILL_READ,87.89
2003,France,LOWSEC,MALE,SKILL_MATH,83.22
2003,France,LOWSEC,BOTHSEX,SKILL_MATH,83.36898
2003,France,LOWSEC,MALE,SKILL_READ,76.49
2003,France,LOWSEC,FEMALE,SKILL_MATH,83.51
2003,France,LOWSEC,BOTHSEX,SKILL_READ,82.48507
2006,France,LOWSEC,FEMALE,SKILL_READ,83.5
2006,France,LOWSEC,BOTHSEX,SKILL_READ,78.27248
2006,France,LOWSEC,MALE,SKILL_READ,72.73
2006,France,PRIMAR,FEMALE,SKILL_READ,96.95291
2006,France,LOWSEC,BOTHSEX,SKILL_MATH,77.74448
2006,France,LOWSEC,MALE,SKILL_MATH,77.87
2006,France,LOWSEC,FEMALE,SKILL_MATH,77.62
2006,France,PRIMAR,MALE,SKILL_READ,94.97278
2018,Türkiye,LOWSEC,FEMALE,SKILL_READ,79.40006
2019,Türkiye,PRIMAR,FEMALE,SKILL_MATH,70.35872
2019,Türkiye,PRIMAR,MALE,SKILL_MATH,70.62877
2019,Türkiye,LOWSEC,MALE,SKILL_MATH,53.67237
2019,Türkiye,LOWSEC,BOTHSEX,SKILL_MATH,56.35906
2019,Türkiye,LOWSEC,FEMALE,SKILL_MATH,58.9857
2019,Türkiye,PRIMAR,BOTHSEX,SKILL_MATH,70.42284
2006,France,PRIMAR,BOTHSEX,SKILL_READ,95.90742
2009,France,LOWSEC,FEMALE,SKILL_MATH,76.62
2009,France,LOWSEC,MALE,SKILL_MATH,78.38
2009,France,LOWSEC,BOTHSEX,SKILL_MATH,77.47568
2009,France,LOWSEC,MALE,SKILL_READ,74.34
2009,France,LOWSEC,BOTHSEX,SKILL_READ,80.24786
2009,France,LOWSEC,FEMALE,SKILL_READ,85.86
2007,Ukraine,PRIMAR,BOTHSEX,SKILL_MATH,50.17306
2007,Ukraine,PRIMAR,FEMALE,SKILL_MATH,49.43601
2007,Ukraine,PRIMAR,MALE,SKILL_MATH,50.8602
2018,Ukraine,LOWSEC,BOTHSEX,SKILL_READ,74.09387
2018,Ukraine,LOWSEC,MALE,SKILL_READ,67.75424
2018,Ukraine,LOWSEC,FEMALE,SKILL_READ,81.13622
2018,Ukraine,LOWSEC,BOTHSEX,SKILL_MATH,64.07934
2011,France,PRIMAR,BOTHSEX,SKILL_READ,95.26912
2011,France,PRIMAR,FEMALE,SKILL_READ,95.19038
2011,France,PRIMAR,MALE,SKILL_READ,95.40194
2012,France,LOWSEC,MALE,SKILL_MATH,77.65
2012,France,LOWSEC,FEMALE,SKILL_MATH,77.64
2012,France,LOWSEC,MALE,SKILL_READ,74.52
2012,France,LOWSEC,BOTHSEX,SKILL_MATH,77.64565
2012,France,LOWSEC,FEMALE,SKILL_READ,87.29
2012,France,LOWSEC,BOTHSEX,SKILL_READ,81.08346
2015,France,LOWSEC,BOTHSEX,SKILL_MATH,76.52206
2015,France,LOWSEC,MALE,SKILL_READ,73.87893
2015,France,LOWSEC,FEMALE,SKILL_MATH,76.87688
2015,France,PRIMAR,FEMALE,SKILL_MATH,57.04231
2015,France,LOWSEC,BOTHSEX,SKILL_READ,78.51392
2015,France,LOWSEC,FEMALE,SKILL_READ,83.07976
2015,France,PRIMAR,MALE,SKILL_MATH,59.02802
2015,France,LOWSEC,MALE,SKILL_MATH,76.16186
2015,France,PRIMAR,BOTHSEX,SKILL_MATH,58.06875
2016,France,PRIMAR,FEMALE,SKILL_READ,94.67617
2016,France,PRIMAR,BOTHSEX,SKILL_READ,93.71542
2016,France,PRIMAR,MALE,SKILL_READ,92.79399
2018,France,LOWSEC,FEMALE,SKILL_MATH,78.6961
2018,France,LOWSEC,MALE,SKILL_READ,74.56261
2018,France,LOWSEC,BOTHSEX,SKILL_MATH,78.74437
2018,France,LOWSEC,FEMALE,SKILL_READ,83.68581
2018,France,LOWSEC,MALE,SKILL_MATH,78.79135
2018,France,LOWSEC,BOTHSEX,SKILL_READ,79.06275
2019,France,PRIMAR,MALE,SKILL_MATH,59.35082
2019,France,PRIMAR,FEMALE,SKILL_MATH,54.17498
2019,France,PRIMAR,BOTHSEX,SKILL_MATH,56.65546
2006,Georgia,PRIMAR,FEMALE,SKILL_READ,85.4317
2006,Georgia,PRIMAR,BOTHSEX,SKILL_READ,82.02211
2006,Georgia,PRIMAR,MALE,SKILL_READ,78.84642
2007,Georgia,PRIMAR,BOTHSEX,SKILL_MATH,35.22814
2007,Georgia,PRIMAR,MALE,SKILL_MATH,34.98581
2007,Georgia,PRIMAR,FEMALE,SKILL_MATH,35.50246
2009,Georgia,LOWSEC,MALE,SKILL_READ,26.31
2012,Norway,LOWSEC,MALE,SKILL_READ,77.48
2012,Norway,LOWSEC,FEMALE,SKILL_MATH,77.98
2012,Norway,LOWSEC,BOTHSEX,SKILL_MATH,77.69096
2012,Norway,LOWSEC,BOTHSEX,SKILL_READ,83.77932
2012,Norway,LOWSEC,FEMALE,SKILL_READ,90.41
2015,Norway,LOWSEC,FEMALE,SKILL_MATH,84.68419
2015,Norway,GRAD23,BOTHSEX,SKILL_MATH,61.63118
2015,Norway,LOWSEC,BOTHSEX,SKILL_READ,85.08596
2015,Norway,LOWSEC,BOTHSEX,SKILL_MATH,82.92348
2015,Norway,PRIMAR,FEMALE,SKILL_MATH,70.34596
2015,Norway,PRIMAR,MALE,SKILL_MATH,70.76894
2015,Norway,LOWSEC,MALE,SKILL_READ,79.48477
2015,Norway,LOWSEC,MALE,SKILL_MATH,81.20733
2015,Norway,PRIMAR,BOTHSEX,SKILL_MATH,70.3647
2015,Norway,LOWSEC,FEMALE,SKILL_READ,90.83261
2016,Norway,GRAD23,BOTHSEX,SKILL_READ,94.21215
2018,Norway,LOWSEC,BOTHSEX,SKILL_MATH,81.13407
2018,Norway,LOWSEC,BOTHSEX,SKILL_READ,80.70702
2018,Norway,LOWSEC,FEMALE,SKILL_MATH,83.3919
2018,Norway,LOWSEC,FEMALE,SKILL_READ,87.84848
2018,Norway,LOWSEC,MALE,SKILL_MATH,78.92493
2000,North Macedonia,LOWSEC,BOTHSEX,SKILL_READ,37.4
2000,North Macedonia,LOWSEC,FEMALE,SKILL_MATH,35.58
2000,North Macedonia,LOWSEC,BOTHSEX,SKILL_MATH,35.38036
2000,North Macedonia,LOWSEC,MALE,SKILL_MATH,35.65
2000,North Macedonia,LOWSEC,MALE,SKILL_READ,27.64
2000,North Macedonia,LOWSEC,FEMALE,SKILL_READ,47.85
2001,North Macedonia,PRIMAR,FEMALE,SKILL_READ,70.07234
2018,Norway,LOWSEC,MALE,SKILL_READ,73.71956
2019,Norway,PRIMAR,BOTHSEX,SKILL_MATH,64.65546
2019,Norway,GRAD23,BOTHSEX,SKILL_MATH,81.90351
2019,Norway,PRIMAR,MALE,SKILL_MATH,65.98046
2019,Norway,PRIMAR,FEMALE,SKILL_MATH,64.55377
2019,Norway,GRAD23,FEMALE,SKILL_MATH,82.56472
2019,Norway,GRAD23,MALE,SKILL_MATH,82.42213
2000,Poland,LOWSEC,BOTHSEX,SKILL_MATH,69.47312
2000,Poland,LOWSEC,BOTHSEX,SKILL_READ,76.8
2000,Poland,LOWSEC,FEMALE,SKILL_MATH,71.0
2000,Poland,LOWSEC,FEMALE,SKILL_READ,84.12
2000,Poland,LOWSEC,MALE,SKILL_READ,69.65
2000,Poland,LOWSEC,MALE,SKILL_MATH,67.98
2003,Poland,LOWSEC,MALE,SKILL_READ,76.59
2003,Poland,LOWSEC,FEMALE,SKILL_READ,89.75
2003,Poland,LOWSEC,FEMALE,SKILL_MATH,78.59
2003,Poland,LOWSEC,BOTHSEX,SKILL_READ,83.18808
2003,Poland,LOWSEC,MALE,SKILL_MATH,77.31
2003,Poland,LOWSEC,BOTHSEX,SKILL_MATH,77.95335
2006,Poland,PRIMAR,MALE,SKILL_READ,91.36287
2006,Poland,LOWSEC,FEMALE,SKILL_READ,89.81
2006,Poland,PRIMAR,FEMALE,SKILL_READ,94.62572
2001,North Macedonia,PRIMAR,BOTHSEX,SKILL_READ,66.67203
2001,North Macedonia,PRIMAR,MALE,SKILL_READ,63.70254
2006,North Macedonia,PRIMAR,BOTHSEX,SKILL_READ,65.76236
2006,North Macedonia,PRIMAR,FEMALE,SKILL_READ,69.755
2006,North Macedonia,PRIMAR,MALE,SKILL_READ,62.02567
2015,North Macedonia,LOWSEC,FEMALE,SKILL_MATH,30.7457
2015,North Macedonia,LOWSEC,BOTHSEX,SKILL_READ,29.32317
2015,North Macedonia,LOWSEC,MALE,SKILL_MATH,28.90183
2009,Georgia,LOWSEC,BOTHSEX,SKILL_MATH,31.28598
2009,Georgia,LOWSEC,FEMALE,SKILL_MATH,31.66
2009,Georgia,LOWSEC,FEMALE,SKILL_READ,50.05
2009,Georgia,LOWSEC,BOTHSEX,SKILL_READ,38.02633
2009,Georgia,LOWSEC,MALE,SKILL_MATH,30.92
2011,Georgia,PRIMAR,MALE,SKILL_READ,83.47171
2011,Georgia,PRIMAR,BOTHSEX,SKILL_READ,86.48549
2011,Georgia,PRIMAR,BOTHSEX,SKILL_MATH,41.25604
2011,Georgia,PRIMAR,FEMALE,SKILL_READ,89.9073
2011,Georgia,PRIMAR,FEMALE,SKILL_MATH,42.10361
2011,Georgia,PRIMAR,MALE,SKILL_MATH,40.47891
2015,Georgia,PRIMAR,MALE,SKILL_MATH,46.77198
2015,Georgia,LOWSEC,MALE,SKILL_MATH,40.09174
2015,Georgia,LOWSEC,BOTHSEX,SKILL_READ,48.34195
2015,Georgia,LOWSEC,FEMALE,SKILL_READ,60.85177
2006,Poland,LOWSEC,MALE,SKILL_READ,77.62
2006,Poland,LOWSEC,BOTHSEX,SKILL_MATH,80.15566
2006,Poland,LOWSEC,BOTHSEX,SKILL_READ,83.76092
2006,Poland,LOWSEC,FEMALE,SKILL_MATH,79.45
2006,Poland,PRIMAR,BOTHSEX,SKILL_READ,93.03615
2006,Poland,LOWSEC,MALE,SKILL_MATH,80.87
2009,Poland,LOWSEC,BOTHSEX,SKILL_READ,84.96794
2015,Georgia,PRIMAR,FEMALE,SKILL_MATH,47.78539
2015,Georgia,LOWSEC,FEMALE,SKILL_MATH,46.02918
2015,Georgia,PRIMAR,BOTHSEX,SKILL_MATH,47.26423
2015,Georgia,LOWSEC,MALE,SKILL_READ,37.08509
2015,Georgia,LOWSEC,BOTHSEX,SKILL_MATH,42.90395
2016,Georgia,PRIMAR,MALE,SKILL_READ,83.28828
2016,Georgia,PRIMAR,BOTHSEX,SKILL_READ,86.47637
2009,Poland,LOWSEC,BOTHSEX,SKILL_MATH,79.5126
2009,Poland,LOWSEC,MALE,SKILL_MATH,78.86
2009,Poland,LOWSEC,MALE,SKILL_READ,77.37
2009,Poland,LOWSEC,FEMALE,SKILL_READ,92.57
2009,Poland,LOWSEC,FEMALE,SKILL_MATH,80.16
2011,Poland,PRIMAR,BOTHSEX,SKILL_MATH,55.64512
2011,Poland,PRIMAR,MALE,SKILL_MATH,58.4342
2016,Georgia,PRIMAR,FEMALE,SKILL_READ,89.73262
2018,Georgia,LOWSEC,MALE,SKILL_READ,27.93804
2018,Georgia,LOWSEC,BOTHSEX,SKILL_MATH,38.94551
2018,Georgia,LOWSEC,FEMALE,SKILL_READ,44.00627
2018,Georgia,LOWSEC,BOTHSEX,SKILL_READ,35.62373
2018,Georgia,LOWSEC,MALE,SKILL_MATH,38.23928
2018,Georgia,LOWSEC,FEMALE,SKILL_MATH,39.71578
2015,North Macedonia,LOWSEC,FEMALE,SKILL_READ,37.62161
2015,North Macedonia,LOWSEC,MALE,SKILL_READ,21.88222
2015,North Macedonia,LOWSEC,BOTHSEX,SKILL_MATH,29.77354
2018,North Macedonia,LOWSEC,BOTHSEX,SKILL_READ,44.86345
2018,North Macedonia,LOWSEC,FEMALE,SKILL_MATH,40.82972
2018,North Macedonia,LOWSEC,BOTHSEX,SKILL_MATH,38.96393
2018,North Macedonia,LOWSEC,MALE,SKILL_READ,33.88619
2011,Poland,PRIMAR,MALE,SKILL_READ,93.31193
2011,Poland,PRIMAR,BOTHSEX,SKILL_READ,94.58391
2011,Poland,PRIMAR,FEMALE,SKILL_MATH,52.65047
2011,Poland,PRIMAR,FEMALE,SKILL_READ,95.96727
2012,Poland,LOWSEC,MALE,SKILL_MATH,85.01
2012,Poland,LOWSEC,FEMALE,SKILL_MATH,86.19
2012,Poland,LOWSEC,BOTHSEX,SKILL_MATH,85.6134
2012,Poland,LOWSEC,BOTHSEX,SKILL_READ,89.42314
2012,Poland,LOWSEC,FEMALE,SKILL_READ,94.81
2012,Poland,LOWSEC,MALE,SKILL_READ,83.77
2015,Poland,LOWSEC,FEMALE,SKILL_MATH,81.54872
2015,Poland,LOWSEC,MALE,SKILL_MATH,84.01923
2015,Poland,LOWSEC,MALE,SKILL_READ,80.82941
2015,Poland,LOWSEC,FEMALE,SKILL_READ,90.52325
2015,Poland,LOWSEC,BOTHSEX,SKILL_READ,85.58769
2015,Poland,LOWSEC,BOTHSEX,SKILL_MATH,82.80602
2015,Poland,PRIMAR,BOTHSEX,SKILL_MATH,79.82846
2015,Poland,PRIMAR,MALE,SKILL_MATH,79.07163
2015,Poland,PRIMAR,FEMALE,SKILL_MATH,80.57959
2016,Poland,PRIMAR,FEMALE,SKILL_READ,98.412
2016,Poland,PRIMAR,MALE,SKILL_READ,97.60906
2016,Poland,PRIMAR,BOTHSEX,SKILL_READ,98.00746
2018,Poland,LOWSEC,MALE,SKILL_READ,80.26974
2018,Poland,LOWSEC,MALE,SKILL_MATH,84.62368
2018,Poland,LOWSEC,BOTHSEX,SKILL_MATH,85.28033
2018,Poland,LOWSEC,BOTHSEX,SKILL_READ,85.32439
2018,Poland,LOWSEC,FEMALE,SKILL_MATH,85.93626
2018,Poland,LOWSEC,FEMALE,SKILL_READ,90.37353
2019,Poland,PRIMAR,BOTHSEX,SKILL_MATH,73.21523
2019,Poland,PRIMAR,MALE,SKILL_MATH,73.81197
2019,Poland,PRIMAR,FEMALE,SKILL_MATH,72.53243
2000,Portugal,LOWSEC,MALE,SKILL_READ,68.68
2000,Portugal,LOWSEC,FEMALE,SKILL_READ,78.79
2000,Portugal,LOWSEC,BOTHSEX,SKILL_READ,73.8
2000,Portugal,LOWSEC,BOTHSEX,SKILL_MATH,65.38315
2000,Portugal,LOWSEC,FEMALE,SKILL_MATH,62.71
2000,Portugal,LOWSEC,MALE,SKILL_MATH,69.03
2003,Portugal,LOWSEC,FEMALE,SKILL_MATH,68.71
2003,Portugal,LOWSEC,BOTHSEX,SKILL_MATH,69.93223
2003,Portugal,LOWSEC,BOTHSEX,SKILL_READ,78.0547
2003,Portugal,LOWSEC,FEMALE,SKILL_READ,84.89
2003,Portugal,LOWSEC,MALE,SKILL_READ,70.52
2003,Portugal,LOWSEC,MALE,SKILL_MATH,71.28
2006,Portugal,LOWSEC,FEMALE,SKILL_MATH,67.28
2006,Portugal,LOWSEC,MALE,SKILL_MATH,71.43
2006,Portugal,LOWSEC,MALE,SKILL_READ,69.32
2006,Portugal,LOWSEC,FEMALE,SKILL_READ,80.46
2006,Portugal,LOWSEC,BOTHSEX,SKILL_READ,75.07483
2006,Portugal,LOWSEC,BOTHSEX,SKILL_MATH,69.28377
2009,Portugal,LOWSEC,FEMALE,SKILL_READ,89.18
2009,Portugal,LOWSEC,MALE,SKILL_READ,75.27
2009,Portugal,LOWSEC,MALE,SKILL_MATH,77.36
2009,Portugal,LOWSEC,FEMALE,SKILL_MATH,75.25
2009,Portugal,LOWSEC,BOTHSEX,SKILL_MATH,76.28292
2009,Portugal,LOWSEC,BOTHSEX,SKILL_READ,82.38027
2011,Portugal,PRIMAR,FEMALE,SKILL_MATH,80.05438
2011,Portugal,PRIMAR,MALE,SKILL_READ,96.59396
2011,Portugal,PRIMAR,BOTHSEX,SKILL_READ,97.5937
2011,Portugal,PRIMAR,FEMALE,SKILL_READ,98.68301
2011,Portugal,PRIMAR,BOTHSEX,SKILL_MATH,80.46899
2011,Portugal,PRIMAR,MALE,SKILL_MATH,80.86781
2012,Portugal,LOWSEC,BOTHSEX,SKILL_READ,81.18643
2012,Portugal,LOWSEC,BOTHSEX,SKILL_MATH,75.09392
2012,Portugal,LOWSEC,FEMALE,SKILL_READ,87.49
2012,Portugal,LOWSEC,MALE,SKILL_MATH,76.05
2012,Portugal,LOWSEC,MALE,SKILL_READ,75.02
2012,Portugal,LOWSEC,FEMALE,SKILL_MATH,74.12
2015,Portugal,LOWSEC,MALE,SKILL_MATH,76.62306
2015,Portugal,LOWSEC,FEMALE,SKILL_READ,85.94165
2015,Portugal,LOWSEC,BOTHSEX,SKILL_READ,82.76737
2015,Portugal,PRIMAR,BOTHSEX,SKILL_MATH,81.76297
2015,Portugal,LOWSEC,FEMALE,SKILL_MATH,75.84014
2015,Portugal,PRIMAR,FEMALE,SKILL_MATH,80.37509
2015,Portugal,LOWSEC,MALE,SKILL_READ,79.65221
2015,Portugal,LOWSEC,BOTHSEX,SKILL_MATH,76.23528
2015,Portugal,PRIMAR,MALE,SKILL_MATH,83.09715
2016,Portugal,PRIMAR,FEMALE,SKILL_READ,97.25408
2016,Portugal,PRIMAR,BOTHSEX,SKILL_READ,97.00729
2016,Portugal,PRIMAR,MALE,SKILL_READ,96.76062
2018,Portugal,LOWSEC,FEMALE,SKILL_READ,84.1161
2018,Portugal,LOWSEC,MALE,SKILL_MATH,76.6597
2018,Portugal,LOWSEC,MALE,SKILL_READ,75.56373
2018,Portugal,LOWSEC,BOTHSEX,SKILL_MATH,76.71888
2018,Portugal,LOWSEC,FEMALE,SKILL_MATH,76.77979
2018,Portugal,LOWSEC,BOTHSEX,SKILL_READ,79.77813
2019,Portugal,PRIMAR,BOTHSEX,SKILL_MATH,73.79874
2019,Portugal,PRIMAR,MALE,SKILL_MATH,76.86626
2019,Portugal,PRIMAR,FEMALE,SKILL_MATH,70.56647
2000,Romania,LOWSEC,MALE,SKILL_READ,55.78
2000,Romania,LOWSEC,FEMALE,SKILL_READ,61.41
2000,Romania,LOWSEC,BOTHSEX,SKILL_MATH,52.04889
2000,Romania,LOWSEC,BOTHSEX,SKILL_READ,58.74397
2000,Romania,LOWSEC,FEMALE,SKILL_MATH,53.82
2000,Romania,LOWSEC,MALE,SKILL_MATH,50.06
2001,Romania,PRIMAR,MALE,SKILL_READ,86.23988
2001,Romania,PRIMAR,FEMALE,SKILL_READ,90.6131
2001,Romania,PRIMAR,BOTHSEX,SKILL_READ,88.39766
2006,Romania,PRIMAR,FEMALE,SKILL_READ,86.09788
2006,Romania,LOWSEC,FEMALE,SKILL_READ,56.48
2006,Romania,LOWSEC,MALE,SKILL_MATH,48.98
2006,Romania,LOWSEC,MALE,SKILL_READ,36.43
2006,Romania,PRIMAR,BOTHSEX,SKILL_READ,83.9475
2006,Romania,LOWSEC,FEMALE,SKILL_MATH,45.55
2006,Romania,PRIMAR,MALE,SKILL_READ,82.29343
2006,Romania,LOWSEC,BOTHSEX,SKILL_READ,46.49353
2006,Romania,LOWSEC,BOTHSEX,SKILL_MATH,47.25622
2009,Romania,LOWSEC,FEMALE,SKILL_READ,69.56
2009,Romania,LOWSEC,MALE,SKILL_MATH,53.18
2009,Romania,LOWSEC,FEMALE,SKILL_MATH,52.79
2009,Romania,LOWSEC,BOTHSEX,SKILL_MATH,52.98107
2009,Romania,LOWSEC,BOTHSEX,SKILL_READ,59.60026
2009,Romania,LOWSEC,MALE,SKILL_READ,49.26
2011,Romania,PRIMAR,FEMALE,SKILL_MATH,57.52126
2011,Romania,PRIMAR,BOTHSEX,SKILL_READ,85.92942
2011,Romania,PRIMAR,MALE,SKILL_READ,84.29373
2011,Romania,PRIMAR,FEMALE,SKILL_READ,88.28197
2011,Romania,PRIMAR,BOTHSEX,SKILL_MATH,57.02513
2011,Romania,PRIMAR,MALE,SKILL_MATH,56.56091
2012,Romania,LOWSEC,BOTHSEX,SKILL_READ,62.73607
2012,Romania,LOWSEC,FEMALE,SKILL_READ,71.9
2012,Romania,LOWSEC,MALE,SKILL_READ,53.18
2012,Romania,LOWSEC,MALE,SKILL_MATH,59.56
2012,Romania,LOWSEC,BOTHSEX,SKILL_MATH,59.1757
2012,Romania,LOWSEC,FEMALE,SKILL_MATH,58.8
2015,Romania,LOWSEC,BOTHSEX,SKILL_READ,61.28519
2015,Romania,LOWSEC,BOTHSEX,SKILL_MATH,60.05357
2015,Romania,LOWSEC,FEMALE,SKILL_MATH,59.95977
2015,Romania,LOWSEC,MALE,SKILL_MATH,60.14826
2015,Romania,LOWSEC,MALE,SKILL_READ,58.19721
2015,Romania,LOWSEC,FEMALE,SKILL_READ,64.34413
2018,Romania,LOWSEC,BOTHSEX,SKILL_MATH,53.44872
2018,Romania,LOWSEC,BOTHSEX,SKILL_READ,59.16165
2018,Romania,LOWSEC,FEMALE,SKILL_READ,66.56719
2018,Romania,LOWSEC,MALE,SKILL_READ,52.18981
2018,Romania,LOWSEC,MALE,SKILL_MATH,53.96049
2018,Romania,LOWSEC,FEMALE,SKILL_MATH,52.90511
2003,Serbia,LOWSEC,BOTHSEX,SKILL_MATH,57.91254
2003,Serbia,LOWSEC,BOTHSEX,SKILL_READ,53.32641
2003,Serbia,LOWSEC,FEMALE,SKILL_READ,64.61
2003,Serbia,LOWSEC,MALE,SKILL_READ,41.79
