Year,GeoAreaName,Education level,Sex,Type of skill,Value
2003,Serbia,LOWSEC,MALE,SKILL_MATH,56.69
2003,Serbia,LOWSEC,FEMALE,SKILL_MATH,59.11
2006,Serbia,LOWSEC,FEMALE,SKILL_MATH,57.57
2006,Serbia,LOWSEC,MALE,SKILL_MATH,57.24
2006,Serbia,LOWSEC,MALE,SKILL_READ,38.7
2006,Serbia,LOWSEC,FEMALE,SKILL_READ,58.16
2006,Serbia,LOWSEC,BOTHSEX,SKILL_READ,48.28135
2006,Serbia,LOWSEC,BOTHSEX,SKILL_MATH,57.4
2009,Serbia,LOWSEC,MALE,SKILL_READ,57.4
2009,Serbia,LOWSEC,MALE,SKILL_MATH,60.77
2009,Serbia,LOWSEC,FEMALE,SKILL_MATH,58.05
2009,Serbia,LOWSEC,BOTHSEX,SKILL_MATH,59.41725
2009,Serbia,LOWSEC,BOTHSEX,SKILL_READ,67.1834
2009,Serbia,LOWSEC,FEMALE,SKILL_READ,77.05
2011,Serbia,PRIMAR,MALE,SKILL_MATH,70.48847
2011,Serbia,PRIMAR,FEMALE,SKILL_MATH,68.89888
2011,Serbia,PRIMAR,BOTHSEX,SKILL_MATH,69.72544
2012,Serbia,LOWSEC,MALE,SKILL_MATH,62.63
2012,Serbia,LOWSEC,MALE,SKILL_READ,57.15
2012,Serbia,LOWSEC,FEMALE,SKILL_READ,76.5
2012,Serbia,LOWSEC,BOTHSEX,SKILL_MATH,61.0901
2012,Serbia,LOWSEC,BOTHSEX,SKILL_READ,66.87244
2012,Serbia,LOWSEC,FEMALE,SKILL_MATH,59.56
2015,Serbia,PRIMAR,MALE,SKILL_MATH,71.17573
2015,Serbia,PRIMAR,FEMALE,SKILL_MATH,72.14512
2015,Serbia,PRIMAR,BOTHSEX,SKILL_MATH,71.64543
2019,Georgia,PRIMAR,FEMALE,SKILL_MATH,53.25914
2019,Georgia,PRIMAR,MALE,SKILL_MATH,56.52307
2019,Georgia,PRIMAR,BOTHSEX,SKILL_MATH,55.81791
2000,Germany,LOWSEC,MALE,SKILL_READ,73.42
2000,Germany,LOWSEC,BOTHSEX,SKILL_MATH,73.74596
2000,Germany,LOWSEC,MALE,SKILL_MATH,74.81
2000,Germany,LOWSEC,FEMALE,SKILL_MATH,72.86
2018,Serbia,LOWSEC,MALE,SKILL_MATH,59.81915
2018,Serbia,LOWSEC,FEMALE,SKILL_READ,70.05864
2018,Serbia,LOWSEC,MALE,SKILL_READ,54.82221
2018,Serbia,LOWSEC,BOTHSEX,SKILL_MATH,60.25027
2018,Serbia,LOWSEC,BOTHSEX,SKILL_READ,62.29588
2018,Serbia,LOWSEC,FEMALE,SKILL_MATH,60.69807
2019,Serbia,PRIMAR,MALE,SKILL_MATH,67.00178
2000,Germany,LOWSEC,BOTHSEX,SKILL_READ,77.3
2000,Germany,LOWSEC,FEMALE,SKILL_READ,81.82
2001,Germany,PRIMAR,MALE,SKILL_READ,96.65567
2001,Germany,PRIMAR,BOTHSEX,SKILL_READ,97.03419
2001,Germany,PRIMAR,FEMALE,SKILL_READ,97.45722
2003,Germany,LOWSEC,MALE,SKILL_READ,71.94
2003,Germany,LOWSEC,BOTHSEX,SKILL_MATH,78.39567
2019,Serbia,PRIMAR,FEMALE,SKILL_MATH,69.03775
2019,Serbia,PRIMAR,BOTHSEX,SKILL_MATH,67.94843
2001,Slovakia,PRIMAR,BOTHSEX,SKILL_READ,93.93099
2001,Slovakia,PRIMAR,FEMALE,SKILL_READ,95.29398
2001,Slovakia,PRIMAR,MALE,SKILL_READ,92.62425
2003,Slovakia,LOWSEC,MALE,SKILL_READ,69.06
2003,Slovakia,LOWSEC,MALE,SKILL_MATH,81.97
2003,Slovakia,LOWSEC,FEMALE,SKILL_MATH,78.04
2003,Slovakia,LOWSEC,BOTHSEX,SKILL_MATH,80.05287
2003,Slovakia,LOWSEC,FEMALE,SKILL_READ,81.43
2003,Slovakia,LOWSEC,BOTHSEX,SKILL_READ,75.09752
2006,Slovakia,PRIMAR,BOTHSEX,SKILL_READ,94.36112
2006,Slovakia,LOWSEC,MALE,SKILL_READ,64.97
2006,Slovakia,LOWSEC,FEMALE,SKILL_READ,79.82
2006,Slovakia,PRIMAR,MALE,SKILL_READ,93.70073
2006,Slovakia,LOWSEC,BOTHSEX,SKILL_READ,72.18384
2006,Slovakia,LOWSEC,BOTHSEX,SKILL_MATH,79.13115
2006,Slovakia,LOWSEC,FEMALE,SKILL_MATH,77.12
2006,Slovakia,LOWSEC,MALE,SKILL_MATH,81.03
2006,Slovakia,PRIMAR,FEMALE,SKILL_READ,95.04555
2007,Slovakia,PRIMAR,BOTHSEX,SKILL_MATH,63.16605
2009,Slovakia,LOWSEC,MALE,SKILL_READ,67.97
2009,Slovakia,LOWSEC,MALE,SKILL_MATH,78.58
2009,Slovakia,LOWSEC,FEMALE,SKILL_MATH,79.36
2009,Slovakia,LOWSEC,BOTHSEX,SKILL_MATH,78.97377
2009,Slovakia,LOWSEC,BOTHSEX,SKILL_READ,77.80547
2009,Slovakia,LOWSEC,FEMALE,SKILL_READ,87.47
2011,Slovakia,PRIMAR,BOTHSEX,SKILL_READ,95.75281
2011,Slovakia,PRIMAR,MALE,SKILL_READ,95.34381
2011,Slovakia,PRIMAR,FEMALE,SKILL_READ,96.20293
2011,Slovakia,PRIMAR,BOTHSEX,SKILL_MATH,68.79612
2012,Slovakia,LOWSEC,FEMALE,SKILL_READ,79.62
2012,Slovakia,LOWSEC,MALE,SKILL_READ,64.65
2012,Slovakia,LOWSEC,MALE,SKILL_MATH,72.37
2012,Slovakia,LOWSEC,FEMALE,SKILL_MATH,72.72
2012,Slovakia,LOWSEC,BOTHSEX,SKILL_MATH,72.53614
2012,Slovakia,LOWSEC,BOTHSEX,SKILL_READ,71.7821
2015,Slovakia,LOWSEC,BOTHSEX,SKILL_MATH,72.28644
2015,Slovakia,PRIMAR,BOTHSEX,SKILL_MATH,65.03988
2015,Slovakia,LOWSEC,FEMALE,SKILL_MATH,72.11909
2015,Slovakia,LOWSEC,MALE,SKILL_MATH,72.44392
2015,Slovakia,LOWSEC,MALE,SKILL_READ,61.47381
2015,Slovakia,LOWSEC,FEMALE,SKILL_READ,74.72657
2015,Slovakia,LOWSEC,BOTHSEX,SKILL_READ,67.89871
2016,Slovakia,PRIMAR,FEMALE,SKILL_READ,94.13853
2016,Slovakia,PRIMAR,BOTHSEX,SKILL_READ,93.44578
2016,Slovakia,PRIMAR,MALE,SKILL_READ,92.7874
2018,Slovakia,LOWSEC,BOTHSEX,SKILL_MATH,74.91159
2018,Slovakia,LOWSEC,BOTHSEX,SKILL_READ,68.58998
2018,Slovakia,LOWSEC,MALE,SKILL_MATH,74.6297
2018,Slovakia,LOWSEC,FEMALE,SKILL_MATH,75.18963
2018,Slovakia,LOWSEC,FEMALE,SKILL_READ,75.45137
2018,Slovakia,LOWSEC,MALE,SKILL_READ,61.63365
2019,Slovakia,PRIMAR,MALE,SKILL_MATH,72.97602
2019,Slovakia,PRIMAR,BOTHSEX,SKILL_MATH,71.20036
2019,Slovakia,PRIMAR,FEMALE,SKILL_MATH,69.30982
2001,Slovenia,PRIMAR,BOTHSEX,SKILL_READ,91.14447
2001,Slovenia,PRIMAR,MALE,SKILL_READ,88.59247
2001,Slovenia,PRIMAR,FEMALE,SKILL_READ,93.77707
2003,Slovenia,PRIMAR,BOTHSEX,SKILL_MATH,54.66024
2003,Slovenia,PRIMAR,FEMALE,SKILL_MATH,54.03467
2003,Slovenia,PRIMAR,MALE,SKILL_MATH,55.70163
2006,Slovenia,LOWSEC,FEMALE,SKILL_MATH,81.75
2006,Slovenia,LOWSEC,BOTHSEX,SKILL_MATH,82.33539
2006,Slovenia,LOWSEC,BOTHSEX,SKILL_READ,83.47207
2006,Slovenia,LOWSEC,MALE,SKILL_READ,74.74
2006,Slovenia,PRIMAR,MALE,SKILL_READ,92.69048
2006,Slovenia,PRIMAR,BOTHSEX,SKILL_READ,94.43296
2006,Slovenia,LOWSEC,MALE,SKILL_MATH,82.92
2006,Slovenia,PRIMAR,FEMALE,SKILL_READ,96.32642
2006,Slovenia,LOWSEC,FEMALE,SKILL_READ,92.14
2007,Slovenia,PRIMAR,MALE,SKILL_MATH,67.30571
2007,Slovenia,PRIMAR,FEMALE,SKILL_MATH,66.03646
2007,Slovenia,PRIMAR,BOTHSEX,SKILL_MATH,66.63962
2009,Slovenia,LOWSEC,FEMALE,SKILL_READ,89.27
2009,Slovenia,LOWSEC,BOTHSEX,SKILL_MATH,79.6543
2009,Slovenia,LOWSEC,FEMALE,SKILL_MATH,80.21
2009,Slovenia,LOWSEC,BOTHSEX,SKILL_READ,78.7996
2009,Slovenia,LOWSEC,MALE,SKILL_MATH,79.12
2009,Slovenia,LOWSEC,MALE,SKILL_READ,68.73
2011,Slovenia,PRIMAR,FEMALE,SKILL_READ,96.87088
2011,Slovenia,PRIMAR,BOTHSEX,SKILL_READ,95.47443
2011,Slovenia,PRIMAR,MALE,SKILL_READ,94.29355
2011,Slovenia,PRIMAR,FEMALE,SKILL_MATH,70.21014
2011,Slovenia,PRIMAR,MALE,SKILL_MATH,73.71674
2011,Slovenia,PRIMAR,BOTHSEX,SKILL_MATH,72.0448
2012,Slovenia,LOWSEC,MALE,SKILL_MATH,79.64
2012,Slovenia,LOWSEC,FEMALE,SKILL_READ,88.87
2012,Slovenia,LOWSEC,MALE,SKILL_READ,69.53
2012,Slovenia,LOWSEC,FEMALE,SKILL_MATH,80.21
2012,Slovenia,LOWSEC,BOTHSEX,SKILL_MATH,79.91342
2012,Slovenia,LOWSEC,BOTHSEX,SKILL_READ,78.8567
2015,Slovenia,LOWSEC,MALE,SKILL_READ,79.03505
2015,Slovenia,LOWSEC,BOTHSEX,SKILL_READ,84.86019
2015,Slovenia,LOWSEC,BOTHSEX,SKILL_MATH,83.88622
2015,Slovenia,PRIMAR,BOTHSEX,SKILL_MATH,75.48252
2015,Slovenia,LOWSEC,FEMALE,SKILL_READ,91.08612
2015,Slovenia,LOWSEC,MALE,SKILL_MATH,83.86114
2015,Slovenia,PRIMAR,MALE,SKILL_MATH,75.48761
2015,Slovenia,LOWSEC,FEMALE,SKILL_MATH,83.91303
2015,Slovenia,PRIMAR,FEMALE,SKILL_MATH,75.47718
2016,Slovenia,PRIMAR,BOTHSEX,SKILL_READ,96.3191
2016,Slovenia,PRIMAR,MALE,SKILL_READ,95.27285
2016,Slovenia,PRIMAR,FEMALE,SKILL_READ,97.42834
2018,Slovenia,LOWSEC,FEMALE,SKILL_MATH,84.19055
2018,Slovenia,LOWSEC,BOTHSEX,SKILL_MATH,83.56619
2018,Slovenia,LOWSEC,BOTHSEX,SKILL_READ,82.11901
2018,Slovenia,LOWSEC,FEMALE,SKILL_READ,89.2163
2018,Slovenia,LOWSEC,MALE,SKILL_READ,75.3566
2003,Germany,LOWSEC,BOTHSEX,SKILL_READ,77.6628
2003,Germany,LOWSEC,FEMALE,SKILL_READ,83.72
2003,Germany,LOWSEC,FEMALE,SKILL_MATH,78.61
2003,Germany,LOWSEC,MALE,SKILL_MATH,78.59
2006,Germany,LOWSEC,FEMALE,SKILL_READ,85.82
2006,Germany,LOWSEC,BOTHSEX,SKILL_MATH,80.13083
2006,Germany,LOWSEC,MALE,SKILL_READ,74.49
2006,Germany,PRIMAR,MALE,SKILL_READ,97.36738
2006,Germany,LOWSEC,MALE,SKILL_MATH,82.21
2006,Germany,LOWSEC,FEMALE,SKILL_MATH,77.92
2006,Germany,LOWSEC,BOTHSEX,SKILL_READ,79.97516
2006,Germany,PRIMAR,FEMALE,SKILL_READ,97.85017
2006,Germany,PRIMAR,BOTHSEX,SKILL_READ,97.40809
2007,Germany,PRIMAR,BOTHSEX,SKILL_MATH,78.48816
2007,Germany,PRIMAR,FEMALE,SKILL_MATH,76.79329
2007,Germany,PRIMAR,MALE,SKILL_MATH,81.70604
2009,Germany,LOWSEC,FEMALE,SKILL_MATH,79.85
2009,Germany,LOWSEC,FEMALE,SKILL_READ,87.32
2009,Germany,LOWSEC,BOTHSEX,SKILL_READ,81.53328
2009,Germany,LOWSEC,MALE,SKILL_READ,75.99
2009,Germany,LOWSEC,MALE,SKILL_MATH,82.85
2009,Germany,LOWSEC,BOTHSEX,SKILL_MATH,81.3819
2011,Germany,PRIMAR,MALE,SKILL_MATH,82.06358
2011,Germany,PRIMAR,MALE,SKILL_READ,97.32029
2011,Germany,PRIMAR,BOTHSEX,SKILL_READ,97.61059
2011,Germany,PRIMAR,BOTHSEX,SKILL_MATH,80.72361
2011,Germany,PRIMAR,FEMALE,SKILL_READ,98.12445
2011,Germany,PRIMAR,FEMALE,SKILL_MATH,79.34368
2012,Germany,LOWSEC,MALE,SKILL_MATH,83.2
2012,Germany,LOWSEC,FEMALE,SKILL_MATH,81.29
2018,Slovenia,LOWSEC,MALE,SKILL_MATH,82.9713
2000,Spain,LOWSEC,FEMALE,SKILL_READ,88.53
2000,Spain,LOWSEC,MALE,SKILL_READ,79.64
2000,Spain,LOWSEC,MALE,SKILL_MATH,76.27
2000,Spain,LOWSEC,FEMALE,SKILL_MATH,72.56
2000,Spain,LOWSEC,BOTHSEX,SKILL_MATH,73.83024
2000,Spain,LOWSEC,BOTHSEX,SKILL_READ,83.8
2003,Spain,LOWSEC,FEMALE,SKILL_MATH,76.57
2003,Spain,LOWSEC,MALE,SKILL_MATH,77.51
2003,Spain,LOWSEC,MALE,SKILL_READ,72.11
2003,Spain,LOWSEC,FEMALE,SKILL_READ,85.46
2003,Spain,LOWSEC,BOTHSEX,SKILL_READ,78.89377
2003,Spain,LOWSEC,BOTHSEX,SKILL_MATH,77.03344
2006,Spain,PRIMAR,MALE,SKILL_READ,93.35227
2006,Spain,LOWSEC,FEMALE,SKILL_MATH,74.98
2006,Spain,LOWSEC,BOTHSEX,SKILL_MATH,75.30781
2006,Spain,LOWSEC,BOTHSEX,SKILL_READ,74.33111
2006,Spain,LOWSEC,FEMALE,SKILL_READ,81.09
2006,Spain,PRIMAR,FEMALE,SKILL_READ,93.74605
2006,Spain,LOWSEC,MALE,SKILL_READ,67.72
2006,Spain,LOWSEC,MALE,SKILL_MATH,75.63
2006,Spain,PRIMAR,BOTHSEX,SKILL_READ,93.53761
2009,Spain,LOWSEC,FEMALE,SKILL_READ,85.45
2009,Spain,LOWSEC,BOTHSEX,SKILL_READ,80.4406
2009,Spain,LOWSEC,BOTHSEX,SKILL_MATH,76.26852
2009,Spain,LOWSEC,FEMALE,SKILL_MATH,73.89
2009,Spain,LOWSEC,MALE,SKILL_MATH,78.57
2009,Spain,LOWSEC,MALE,SKILL_READ,75.6
2012,Germany,LOWSEC,BOTHSEX,SKILL_READ,85.50899
2012,Germany,LOWSEC,FEMALE,SKILL_READ,91.35
2012,Germany,LOWSEC,MALE,SKILL_READ,79.87
2012,Germany,LOWSEC,BOTHSEX,SKILL_MATH,82.26133
2015,Germany,PRIMAR,BOTHSEX,SKILL_MATH,76.73478
2015,Germany,LOWSEC,FEMALE,SKILL_READ,86.41999
2015,Germany,LOWSEC,BOTHSEX,SKILL_READ,83.77371
2011,Spain,PRIMAR,FEMALE,SKILL_READ,94.82209
2011,Spain,PRIMAR,BOTHSEX,SKILL_READ,93.87192
2011,Spain,PRIMAR,MALE,SKILL_READ,93.07435
2011,Spain,PRIMAR,MALE,SKILL_MATH,59.15174
2011,Spain,PRIMAR,FEMALE,SKILL_MATH,53.18413
2011,Spain,PRIMAR,BOTHSEX,SKILL_MATH,56.22464
2012,Spain,LOWSEC,MALE,SKILL_MATH,77.86
2012,Spain,LOWSEC,FEMALE,SKILL_READ,86.88
2012,Spain,LOWSEC,MALE,SKILL_READ,76.59
2012,Spain,LOWSEC,BOTHSEX,SKILL_MATH,76.3946
2012,Spain,LOWSEC,FEMALE,SKILL_MATH,74.89
2012,Spain,LOWSEC,BOTHSEX,SKILL_READ,81.65702
2015,Spain,LOWSEC,MALE,SKILL_READ,80.36473
2015,Spain,LOWSEC,FEMALE,SKILL_MATH,76.02105
2015,Spain,LOWSEC,BOTHSEX,SKILL_MATH,77.80463
2015,Spain,PRIMAR,BOTHSEX,SKILL_MATH,67.4336
2015,Spain,LOWSEC,FEMALE,SKILL_READ,87.15583
2015,Spain,LOWSEC,MALE,SKILL_MATH,79.59299
2015,Spain,PRIMAR,FEMALE,SKILL_MATH,64.85658
2015,Spain,PRIMAR,MALE,SKILL_MATH,69.94062
2015,Spain,LOWSEC,BOTHSEX,SKILL_READ,83.76361
2016,Spain,PRIMAR,BOTHSEX,SKILL_READ,96.56866
2016,Spain,PRIMAR,MALE,SKILL_READ,95.67968
2016,Spain,PRIMAR,FEMALE,SKILL_READ,97.57467
2018,Spain,LOWSEC,MALE,SKILL_MATH,75.43301
2018,Spain,LOWSEC,BOTHSEX,SKILL_MATH,75.30453
2018,Spain,LOWSEC,FEMALE,SKILL_MATH,75.17277
2019,Spain,PRIMAR,MALE,SKILL_MATH,68.10876
2019,Spain,PRIMAR,FEMALE,SKILL_MATH,62.61563
2019,Spain,PRIMAR,BOTHSEX,SKILL_MATH,65.364
2000,Sweden,LOWSEC,FEMALE,SKILL_READ,92.21
2000,Sweden,LOWSEC,MALE,SKILL_READ,83.17
2000,Sweden,LOWSEC,MALE,SKILL_MATH,84.0
2000,Sweden,LOWSEC,BOTHSEX,SKILL_READ,87.5
2000,Sweden,LOWSEC,FEMALE,SKILL_MATH,83.08
2000,Sweden,LOWSEC,BOTHSEX,SKILL_MATH,83.29255
2001,Sweden,PRIMAR,BOTHSEX,SKILL_READ,98.45308
2001,Sweden,PRIMAR,MALE,SKILL_READ,97.7662
2001,Sweden,PRIMAR,FEMALE,SKILL_READ,99.13985
2003,Sweden,LOWSEC,FEMALE,SKILL_READ,91.21
2003,Sweden,LOWSEC,MALE,SKILL_READ,82.27
2003,Sweden,LOWSEC,MALE,SKILL_MATH,83.34
2003,Sweden,LOWSEC,BOTHSEX,SKILL_MATH,82.72571
2003,Sweden,LOWSEC,FEMALE,SKILL_MATH,82.11
2003,Sweden,LOWSEC,BOTHSEX,SKILL_READ,86.73371
2006,Sweden,LOWSEC,BOTHSEX,SKILL_READ,84.73502
2006,Sweden,LOWSEC,FEMALE,SKILL_MATH,81.3
2006,Sweden,LOWSEC,BOTHSEX,SKILL_MATH,81.6871
2006,Sweden,PRIMAR,BOTHSEX,SKILL_READ,98.18682
2006,Sweden,PRIMAR,MALE,SKILL_READ,97.77716
2006,Sweden,LOWSEC,MALE,SKILL_READ,79.38
2006,Sweden,LOWSEC,FEMALE,SKILL_READ,90.37
2006,Sweden,PRIMAR,FEMALE,SKILL_READ,98.75543
2006,Sweden,LOWSEC,MALE,SKILL_MATH,82.05
2007,Sweden,PRIMAR,MALE,SKILL_MATH,68.84503
2007,Sweden,PRIMAR,BOTHSEX,SKILL_MATH,67.58782
2007,Sweden,PRIMAR,FEMALE,SKILL_MATH,66.33029
2009,Sweden,LOWSEC,BOTHSEX,SKILL_READ,82.5607
2009,Sweden,LOWSEC,FEMALE,SKILL_MATH,79.23
2009,Sweden,LOWSEC,BOTHSEX,SKILL_MATH,78.9245
2009,Sweden,LOWSEC,MALE,SKILL_MATH,78.63
2009,Sweden,LOWSEC,FEMALE,SKILL_READ,89.51
2009,Sweden,LOWSEC,MALE,SKILL_READ,75.82
2011,Sweden,PRIMAR,MALE,SKILL_MATH,69.37282
2011,Sweden,PRIMAR,FEMALE,SKILL_MATH,67.62857
2011,Sweden,PRIMAR,MALE,SKILL_READ,97.15359
2011,Sweden,PRIMAR,BOTHSEX,SKILL_READ,97.59201
2011,Sweden,PRIMAR,BOTHSEX,SKILL_MATH,68.51664
2011,Sweden,PRIMAR,FEMALE,SKILL_READ,98.00391
2012,Sweden,LOWSEC,MALE,SKILL_READ,68.67
2012,Sweden,LOWSEC,BOTHSEX,SKILL_MATH,72.92808
2012,Sweden,LOWSEC,FEMALE,SKILL_MATH,74.04
2012,Sweden,LOWSEC,BOTHSEX,SKILL_READ,77.28123
2012,Sweden,LOWSEC,MALE,SKILL_MATH,71.83
2012,Sweden,LOWSEC,FEMALE,SKILL_READ,86.05
2015,Sweden,LOWSEC,MALE,SKILL_READ,75.51089
2015,Sweden,LOWSEC,FEMALE,SKILL_READ,87.74147
2015,Sweden,LOWSEC,MALE,SKILL_MATH,77.98433
2015,Sweden,LOWSEC,BOTHSEX,SKILL_MATH,79.16255
2015,Sweden,PRIMAR,FEMALE,SKILL_MATH,74.98715
2015,Sweden,PRIMAR,MALE,SKILL_MATH,74.86004
2015,Sweden,PRIMAR,BOTHSEX,SKILL_MATH,74.90516
2015,Sweden,LOWSEC,BOTHSEX,SKILL_READ,81.57055
2015,Sweden,LOWSEC,FEMALE,SKILL_MATH,80.36239
2016,Sweden,PRIMAR,BOTHSEX,SKILL_READ,98.07445
2016,Sweden,PRIMAR,MALE,SKILL_READ,97.48444
2016,Sweden,PRIMAR,FEMALE,SKILL_READ,98.71241
2018,Sweden,LOWSEC,BOTHSEX,SKILL_MATH,81.19206
2018,Sweden,LOWSEC,MALE,SKILL_MATH,80.50168
2018,Sweden,LOWSEC,FEMALE,SKILL_READ,86.42238
2018,Sweden,LOWSEC,MALE,SKILL_READ,76.79597
2018,Sweden,LOWSEC,FEMALE,SKILL_MATH,81.88307
2018,Sweden,LOWSEC,BOTHSEX,SKILL_READ,81.60696
2019,Sweden,PRIMAR,BOTHSEX,SKILL_MATH,74.37926
2019,Sweden,PRIMAR,MALE,SKILL_MATH,76.39254
2019,Sweden,PRIMAR,FEMALE,SKILL_MATH,72.68949
2000,Switzerland,LOWSEC,BOTHSEX,SKILL_MATH,86.3056
2000,Switzerland,LOWSEC,BOTHSEX,SKILL_READ,79.6
2003,Switzerland,LOWSEC,BOTHSEX,SKILL_READ,83.32419
2003,Switzerland,LOWSEC,BOTHSEX,SKILL_MATH,85.4675
2006,Switzerland,LOWSEC,BOTHSEX,SKILL_READ,83.55357
2006,Switzerland,LOWSEC,BOTHSEX,SKILL_MATH,86.47398
2009,Switzerland,LOWSEC,BOTHSEX,SKILL_READ,83.19383
2009,Switzerland,LOWSEC,BOTHSEX,SKILL_MATH,86.52938
2012,Switzerland,LOWSEC,BOTHSEX,SKILL_READ,86.30588
2012,Switzerland,LOWSEC,BOTHSEX,SKILL_MATH,87.55722
2015,Switzerland,LOWSEC,FEMALE,SKILL_READ,84.85701
2015,Switzerland,LOWSEC,MALE,SKILL_MATH,84.47787
2015,Switzerland,LOWSEC,BOTHSEX,SKILL_READ,80.0227
2015,Germany,LOWSEC,FEMALE,SKILL_MATH,80.67615
2015,Germany,LOWSEC,BOTHSEX,SKILL_MATH,82.80903
2015,Germany,LOWSEC,MALE,SKILL_READ,81.21955
2015,Germany,LOWSEC,MALE,SKILL_MATH,84.86765
2015,Germany,PRIMAR,FEMALE,SKILL_MATH,76.02794
2015,Germany,PRIMAR,MALE,SKILL_MATH,77.33704
2016,Germany,PRIMAR,BOTHSEX,SKILL_READ,94.50745
2016,Germany,PRIMAR,FEMALE,SKILL_READ,96.17979
2016,Germany,PRIMAR,MALE,SKILL_READ,94.80321
2018,Germany,LOWSEC,BOTHSEX,SKILL_MATH,78.90338
2018,Germany,LOWSEC,MALE,SKILL_READ,75.61141
2018,Germany,LOWSEC,FEMALE,SKILL_MATH,78.99732
2018,Germany,LOWSEC,MALE,SKILL_MATH,78.82264
2018,Germany,LOWSEC,BOTHSEX,SKILL_READ,79.31491
2018,Germany,LOWSEC,FEMALE,SKILL_READ,83.62351
2019,Germany,PRIMAR,MALE,SKILL_MATH,78.36313
2019,Germany,PRIMAR,FEMALE,SKILL_MATH,73.54794
2019,Germany,PRIMAR,BOTHSEX,SKILL_MATH,74.64573
2000,Greece,LOWSEC,FEMALE,SKILL_MATH,61.3
2000,Greece,LOWSEC,FEMALE,SKILL_READ,82.31
2000,Greece,LOWSEC,BOTHSEX,SKILL_READ,75.7
2000,Greece,LOWSEC,BOTHSEX,SKILL_MATH,61.16936
2000,Greece,LOWSEC,MALE,SKILL_MATH,61.63
2000,Greece,LOWSEC,MALE,SKILL_READ,69.14
2001,Greece,PRIMAR,MALE,SKILL_READ,92.07542
2001,Greece,PRIMAR,BOTHSEX,SKILL_READ,94.50704
2001,Greece,PRIMAR,FEMALE,SKILL_READ,97.1434
2003,Greece,LOWSEC,MALE,SKILL_READ,67.46
2003,Greece,LOWSEC,BOTHSEX,SKILL_READ,74.73981
2003,Greece,LOWSEC,FEMALE,SKILL_READ,81.53
2003,Greece,LOWSEC,FEMALE,SKILL_MATH,58.09
2003,Greece,LOWSEC,BOTHSEX,SKILL_MATH,61.05708
2003,Greece,LOWSEC,MALE,SKILL_MATH,64.25
2006,Greece,LOWSEC,MALE,SKILL_READ,61.4
2006,Greece,LOWSEC,BOTHSEX,SKILL_MATH,67.66031
2006,Greece,LOWSEC,MALE,SKILL_MATH,67.26
2006,Greece,LOWSEC,FEMALE,SKILL_MATH,68.07
2006,Greece,LOWSEC,BOTHSEX,SKILL_READ,72.31361
2006,Greece,LOWSEC,FEMALE,SKILL_READ,83.34
2009,Greece,LOWSEC,BOTHSEX,SKILL_MATH,69.68157
2009,Greece,LOWSEC,MALE,SKILL_READ,70.28
2009,Greece,LOWSEC,BOTHSEX,SKILL_READ,78.67834
2009,Greece,LOWSEC,FEMALE,SKILL_READ,86.78
2009,Greece,LOWSEC,FEMALE,SKILL_MATH,67.91
2009,Greece,LOWSEC,MALE,SKILL_MATH,71.52
2012,Greece,LOWSEC,MALE,SKILL_MATH,65.52
2012,Greece,LOWSEC,BOTHSEX,SKILL_READ,77.37254
2012,Greece,LOWSEC,FEMALE,SKILL_READ,86.73
2012,Greece,LOWSEC,MALE,SKILL_READ,67.84
2012,Greece,LOWSEC,FEMALE,SKILL_MATH,63.12
2012,Greece,LOWSEC,BOTHSEX,SKILL_MATH,64.31079
2015,Greece,LOWSEC,MALE,SKILL_MATH,63.14876
2015,Greece,LOWSEC,FEMALE,SKILL_MATH,65.43095
2015,Greece,LOWSEC,BOTHSEX,SKILL_MATH,64.24347
2015,Greece,LOWSEC,MALE,SKILL_READ,65.53277
2015,Greece,LOWSEC,FEMALE,SKILL_READ,80.43881
2015,Greece,LOWSEC,BOTHSEX,SKILL_READ,72.68283
2018,Greece,LOWSEC,FEMALE,SKILL_MATH,65.37629
2018,Greece,LOWSEC,BOTHSEX,SKILL_READ,69.4842
2018,Greece,LOWSEC,MALE,SKILL_MATH,62.97993
2018,Greece,LOWSEC,FEMALE,SKILL_READ,78.38315
2018,Greece,LOWSEC,MALE,SKILL_READ,60.83468
