Year,GeoAreaName,Education level,Sex,Type of skill,Value
2018,Greece,LOWSEC,BOTHSEX,SKILL_MATH,64.16108
2000,Hungary,LOWSEC,FEMALE,SKILL_READ,82.08
2000,Hungary,LOWSEC,BOTHSEX,SKILL_READ,77.4
2000,Hungary,LOWSEC,MALE,SKILL_READ,72.8
2001,Hungary,PRIMAR,MALE,SKILL_READ,96.51043
2001,Hungary,PRIMAR,FEMALE,SKILL_READ,98.55017
2001,Hungary,PRIMAR,BOTHSEX,SKILL_READ,97.54714
2003,Hungary,LOWSEC,MALE,SKILL_MATH,75.59392
2003,Hungary,LOWSEC,FEMALE,SKILL_READ,85.07
2003,Hungary,PRIMAR,MALE,SKILL_MATH,75.75478
2003,Hungary,LOWSEC,FEMALE,SKILL_MATH,74.98353
2003,Hungary,LOWSEC,MALE,SKILL_READ,74.46
2003,Hungary,LOWSEC,BOTHSEX,SKILL_MATH,75.3206
2003,Hungary,PRIMAR,BOTHSEX,SKILL_MATH,75.9732
2003,Hungary,LOWSEC,BOTHSEX,SKILL_READ,79.47239
2003,Hungary,PRIMAR,FEMALE,SKILL_MATH,76.19501
2006,Hungary,PRIMAR,FEMALE,SKILL_READ,97.69919
2006,Hungary,PRIMAR,MALE,SKILL_READ,97.15555
2006,Hungary,LOWSEC,FEMALE,SKILL_READ,86.78
2006,Hungary,LOWSEC,BOTHSEX,SKILL_READ,79.4421
2006,Hungary,LOWSEC,MALE,SKILL_READ,72.68
2006,Hungary,PRIMAR,BOTHSEX,SKILL_READ,97.43173
2007,Hungary,LOWSEC,BOTHSEX,SKILL_MATH,69.26851
2007,Hungary,PRIMAR,BOTHSEX,SKILL_MATH,67.1362
2007,Hungary,LOWSEC,MALE,SKILL_MATH,68.54831
2007,Hungary,PRIMAR,FEMALE,SKILL_MATH,66.32261
2007,Hungary,LOWSEC,FEMALE,SKILL_MATH,70.03138
2007,Hungary,PRIMAR,MALE,SKILL_MATH,68.0535
2009,Hungary,LOWSEC,FEMALE,SKILL_READ,88.64
2009,Hungary,LOWSEC,MALE,SKILL_READ,76.36
2009,Hungary,LOWSEC,BOTHSEX,SKILL_READ,82.44745
2011,Hungary,LOWSEC,BOTHSEX,SKILL_MATH,65.44757
2011,Hungary,PRIMAR,BOTHSEX,SKILL_MATH,70.38942
2011,Hungary,LOWSEC,FEMALE,SKILL_MATH,64.71118
2011,Hungary,PRIMAR,FEMALE,SKILL_MATH,70.64845
2011,Hungary,PRIMAR,MALE,SKILL_READ,93.6272
2011,Hungary,PRIMAR,BOTHSEX,SKILL_READ,94.641
2011,Hungary,PRIMAR,FEMALE,SKILL_READ,95.94409
2011,Hungary,LOWSEC,MALE,SKILL_MATH,66.15227
2011,Hungary,PRIMAR,MALE,SKILL_MATH,70.13925
2012,Hungary,LOWSEC,BOTHSEX,SKILL_READ,80.27892
2012,Hungary,LOWSEC,FEMALE,SKILL_READ,86.97
2012,Hungary,LOWSEC,MALE,SKILL_READ,73.1
2015,Hungary,LOWSEC,BOTHSEX,SKILL_READ,72.52249
2015,Hungary,LOWSEC,MALE,SKILL_MATH,68.63867
2015,Hungary,PRIMAR,FEMALE,SKILL_MATH,74.55678
2015,Hungary,LOWSEC,FEMALE,SKILL_MATH,65.03739
2015,Hungary,LOWSEC,MALE,SKILL_READ,68.11464
2015,Hungary,LOWSEC,BOTHSEX,SKILL_MATH,66.86111
2015,Hungary,PRIMAR,BOTHSEX,SKILL_MATH,74.9124
2015,Hungary,LOWSEC,FEMALE,SKILL_READ,76.95121
2015,Hungary,PRIMAR,MALE,SKILL_MATH,75.25922
2016,Hungary,PRIMAR,FEMALE,SKILL_READ,97.744
2016,Hungary,PRIMAR,BOTHSEX,SKILL_READ,97.13811
2016,Hungary,PRIMAR,MALE,SKILL_READ,96.54117
2018,Hungary,LOWSEC,BOTHSEX,SKILL_READ,74.72606
2018,Hungary,LOWSEC,FEMALE,SKILL_READ,79.45977
2018,Hungary,LOWSEC,MALE,SKILL_READ,69.90336
2019,Hungary,LOWSEC,MALE,SKILL_MATH,69.59356
2019,Hungary,PRIMAR,MALE,SKILL_MATH,75.46547
2019,Hungary,LOWSEC,FEMALE,SKILL_MATH,65.97526
2019,Hungary,PRIMAR,FEMALE,SKILL_MATH,71.66305
2019,Hungary,LOWSEC,BOTHSEX,SKILL_MATH,67.82932
2019,Hungary,PRIMAR,BOTHSEX,SKILL_MATH,73.6384
2000,Iceland,LOWSEC,MALE,SKILL_READ,79.94
2000,Iceland,LOWSEC,FEMALE,SKILL_MATH,88.78
2000,Iceland,LOWSEC,MALE,SKILL_MATH,86.66
2000,Iceland,LOWSEC,BOTHSEX,SKILL_READ,85.5
2000,Iceland,LOWSEC,BOTHSEX,SKILL_MATH,87.19275
2000,Iceland,LOWSEC,FEMALE,SKILL_READ,91.96
2001,Iceland,GRAD23,MALE,SKILL_READ,89.81849
2001,Iceland,GRAD23,FEMALE,SKILL_READ,94.72924
2001,Iceland,GRAD23,BOTHSEX,SKILL_READ,92.13533
2003,Iceland,LOWSEC,BOTHSEX,SKILL_MATH,84.99814
2003,Iceland,LOWSEC,FEMALE,SKILL_MATH,88.47
2003,Iceland,LOWSEC,FEMALE,SKILL_READ,90.48
2003,Iceland,LOWSEC,MALE,SKILL_MATH,81.74
2003,Iceland,LOWSEC,MALE,SKILL_READ,73.09
2003,Iceland,LOWSEC,BOTHSEX,SKILL_READ,81.50275
2006,Iceland,GRAD23,MALE,SKILL_READ,90.92284
2006,Iceland,LOWSEC,BOTHSEX,SKILL_MATH,83.1817
2006,Iceland,LOWSEC,MALE,SKILL_READ,71.72
2006,Iceland,GRAD23,BOTHSEX,SKILL_READ,93.17114
2006,Iceland,LOWSEC,BOTHSEX,SKILL_READ,79.53711
2006,Iceland,LOWSEC,MALE,SKILL_MATH,81.65
2006,Iceland,LOWSEC,FEMALE,SKILL_READ,87.48
2006,Iceland,LOWSEC,FEMALE,SKILL_MATH,84.74
2006,Iceland,GRAD23,FEMALE,SKILL_READ,95.59939
2009,Iceland,LOWSEC,BOTHSEX,SKILL_READ,83.17969
2009,Iceland,LOWSEC,MALE,SKILL_MATH,82.12
2009,Iceland,LOWSEC,MALE,SKILL_READ,76.17
2009,Iceland,LOWSEC,BOTHSEX,SKILL_MATH,83.04626
2009,Iceland,LOWSEC,FEMALE,SKILL_MATH,83.96
2009,Iceland,LOWSEC,FEMALE,SKILL_READ,90.11
2012,Iceland,LOWSEC,MALE,SKILL_MATH,76.78
2012,Iceland,LOWSEC,BOTHSEX,SKILL_READ,79.00457
2012,Iceland,LOWSEC,FEMALE,SKILL_READ,87.99
2012,Iceland,LOWSEC,FEMALE,SKILL_MATH,80.31
2012,Iceland,LOWSEC,BOTHSEX,SKILL_MATH,78.52381
2012,Iceland,LOWSEC,MALE,SKILL_READ,70.23
2015,Iceland,LOWSEC,BOTHSEX,SKILL_MATH,76.38493
2015,Iceland,LOWSEC,FEMALE,SKILL_MATH,77.17102
2015,Iceland,LOWSEC,FEMALE,SKILL_READ,84.32385
2015,Iceland,LOWSEC,BOTHSEX,SKILL_READ,77.91121
2015,Iceland,LOWSEC,MALE,SKILL_READ,71.10767
2015,Iceland,LOWSEC,MALE,SKILL_MATH,75.55092
2018,Iceland,LOWSEC,BOTHSEX,SKILL_MATH,79.3108
2018,Iceland,LOWSEC,MALE,SKILL_READ,65.86033
2018,Iceland,LOWSEC,BOTHSEX,SKILL_READ,73.6441
2018,Iceland,LOWSEC,FEMALE,SKILL_READ,81.3266
2018,Iceland,LOWSEC,FEMALE,SKILL_MATH,81.99391
2018,Iceland,LOWSEC,MALE,SKILL_MATH,76.59233
2000,Ireland,LOWSEC,MALE,SKILL_READ,86.52
2000,Ireland,LOWSEC,BOTHSEX,SKILL_MATH,84.4622
2000,Ireland,LOWSEC,FEMALE,SKILL_MATH,84.1
2000,Ireland,LOWSEC,MALE,SKILL_MATH,85.37
2000,Ireland,LOWSEC,BOTHSEX,SKILL_READ,88.9
2000,Ireland,LOWSEC,FEMALE,SKILL_READ,91.74
2003,Ireland,LOWSEC,BOTHSEX,SKILL_MATH,83.19022
2003,Ireland,LOWSEC,MALE,SKILL_READ,85.68
2003,Ireland,LOWSEC,FEMALE,SKILL_READ,92.31
2003,Ireland,LOWSEC,BOTHSEX,SKILL_READ,88.96812
2003,Ireland,LOWSEC,MALE,SKILL_MATH,85.04
2003,Ireland,LOWSEC,FEMALE,SKILL_MATH,81.31
2006,Ireland,LOWSEC,MALE,SKILL_MATH,84.55
2006,Ireland,LOWSEC,BOTHSEX,SKILL_READ,87.86356
2006,Ireland,LOWSEC,FEMALE,SKILL_READ,92.28
2006,Ireland,LOWSEC,MALE,SKILL_READ,83.34
2006,Ireland,LOWSEC,FEMALE,SKILL_MATH,82.64
2006,Ireland,LOWSEC,BOTHSEX,SKILL_MATH,83.58447
2009,Ireland,LOWSEC,MALE,SKILL_MATH,79.41
2009,Ireland,LOWSEC,FEMALE,SKILL_MATH,78.96
2009,Ireland,LOWSEC,BOTHSEX,SKILL_MATH,79.18692
2009,Ireland,LOWSEC,MALE,SKILL_READ,76.88
2009,Ireland,LOWSEC,FEMALE,SKILL_READ,88.78
2009,Ireland,LOWSEC,BOTHSEX,SKILL_READ,82.75082
2011,Ireland,GRAD23,MALE,SKILL_READ,95.96157
2011,Ireland,GRAD23,BOTHSEX,SKILL_MATH,76.55275
2011,Ireland,GRAD23,FEMALE,SKILL_READ,97.53022
2011,Ireland,GRAD23,BOTHSEX,SKILL_READ,96.68727
2011,Ireland,GRAD23,FEMALE,SKILL_MATH,76.12306
2011,Ireland,GRAD23,MALE,SKILL_MATH,76.9734
2012,Ireland,LOWSEC,FEMALE,SKILL_MATH,81.33
2012,Ireland,LOWSEC,MALE,SKILL_MATH,84.81
2012,Ireland,LOWSEC,BOTHSEX,SKILL_READ,90.4097
2012,Ireland,LOWSEC,FEMALE,SKILL_READ,93.95
2012,Ireland,LOWSEC,BOTHSEX,SKILL_MATH,83.1033
2012,Ireland,LOWSEC,MALE,SKILL_READ,86.99
2015,Ireland,GRAD23,BOTHSEX,SKILL_MATH,83.85
2015,Ireland,LOWSEC,BOTHSEX,SKILL_MATH,85.02273
2015,Ireland,GRAD23,MALE,SKILL_MATH,83.6819
2015,Ireland,GRAD23,FEMALE,SKILL_MATH,84.03749
2015,Ireland,LOWSEC,FEMALE,SKILL_READ,91.98825
2015,Ireland,LOWSEC,BOTHSEX,SKILL_READ,89.80892
2015,Ireland,LOWSEC,MALE,SKILL_MATH,85.85097
2015,Ireland,LOWSEC,FEMALE,SKILL_MATH,84.15029
2015,Ireland,LOWSEC,MALE,SKILL_READ,87.74001
2016,Ireland,GRAD23,BOTHSEX,SKILL_READ,97.685
2016,Ireland,GRAD23,FEMALE,SKILL_READ,98.0195
2016,Ireland,GRAD23,MALE,SKILL_READ,97.47424
2018,Ireland,LOWSEC,FEMALE,SKILL_READ,91.46423
2018,Ireland,LOWSEC,BOTHSEX,SKILL_MATH,84.31306
2018,Ireland,LOWSEC,MALE,SKILL_READ,84.89959
2018,Ireland,LOWSEC,FEMALE,SKILL_MATH,84.29853
2018,Ireland,LOWSEC,MALE,SKILL_MATH,84.32777
2018,Ireland,LOWSEC,BOTHSEX,SKILL_READ,88.20065
2019,Ireland,GRAD23,BOTHSEX,SKILL_MATH,83.5662
2019,Ireland,GRAD23,FEMALE,SKILL_MATH,82.76988
2019,Ireland,GRAD23,MALE,SKILL_MATH,84.3896
2000,Italy,LOWSEC,BOTHSEX,SKILL_READ,81.0
2000,Italy,LOWSEC,MALE,SKILL_READ,75.39
2000,Italy,LOWSEC,FEMALE,SKILL_READ,87.44
2001,Italy,PRIMAR,MALE,SKILL_READ,96.40666
2001,Italy,PRIMAR,BOTHSEX,SKILL_READ,96.55672
2001,Italy,PRIMAR,FEMALE,SKILL_READ,96.72008
2003,Italy,LOWSEC,FEMALE,SKILL_READ,82.78
2003,Italy,LOWSEC,MALE,SKILL_MATH,56.9533
2003,Italy,PRIMAR,MALE,SKILL_MATH,67.08085
2003,Italy,LOWSEC,FEMALE,SKILL_MATH,54.66861
2003,Italy,PRIMAR,FEMALE,SKILL_MATH,62.03671
2003,Italy,LOWSEC,MALE,SKILL_READ,68.95
2003,Italy,LOWSEC,BOTHSEX,SKILL_MATH,55.81757
2003,Italy,PRIMAR,BOTHSEX,SKILL_MATH,64.64686
2003,Italy,LOWSEC,BOTHSEX,SKILL_READ,76.12858
2006,Italy,PRIMAR,BOTHSEX,SKILL_READ,98.19328
2006,Italy,LOWSEC,FEMALE,SKILL_READ,80.07
2006,Italy,LOWSEC,BOTHSEX,SKILL_READ,73.60957
2006,Italy,LOWSEC,MALE,SKILL_READ,67.03
2006,Italy,PRIMAR,MALE,SKILL_READ,97.83497
2006,Italy,PRIMAR,FEMALE,SKILL_READ,98.57317
2007,Italy,PRIMAR,FEMALE,SKILL_MATH,63.25041
2007,Italy,LOWSEC,BOTHSEX,SKILL_MATH,53.66197
2007,Italy,PRIMAR,BOTHSEX,SKILL_MATH,67.27251
2007,Italy,LOWSEC,FEMALE,SKILL_MATH,52.20647
2007,Italy,PRIMAR,MALE,SKILL_MATH,71.12001
2007,Italy,LOWSEC,MALE,SKILL_MATH,55.01251
2009,Italy,LOWSEC,MALE,SKILL_READ,71.1
2009,Italy,LOWSEC,BOTHSEX,SKILL_READ,78.97688
2009,Italy,LOWSEC,FEMALE,SKILL_READ,87.31
2011,Italy,LOWSEC,BOTHSEX,SKILL_MATH,63.78437
2011,Italy,PRIMAR,MALE,SKILL_READ,97.31897
2011,Italy,PRIMAR,FEMALE,SKILL_MATH,66.44058
2011,Italy,PRIMAR,FEMALE,SKILL_READ,98.0691
2011,Italy,PRIMAR,BOTHSEX,SKILL_READ,97.66477
2011,Italy,PRIMAR,BOTHSEX,SKILL_MATH,68.73338
2011,Italy,LOWSEC,MALE,SKILL_MATH,66.44586
2011,Italy,PRIMAR,MALE,SKILL_MATH,71.02982
2011,Italy,LOWSEC,FEMALE,SKILL_MATH,60.97164
2012,Italy,LOWSEC,FEMALE,SKILL_READ,87.42
2012,Italy,LOWSEC,BOTHSEX,SKILL_READ,80.49904
2012,Italy,LOWSEC,MALE,SKILL_READ,74.05
2015,Italy,LOWSEC,MALE,SKILL_READ,75.93918
2015,Italy,LOWSEC,FEMALE,SKILL_MATH,60.89349
2015,Italy,PRIMAR,MALE,SKILL_MATH,72.81792
2015,Italy,LOWSEC,MALE,SKILL_MATH,63.60064
2015,Italy,LOWSEC,BOTHSEX,SKILL_MATH,62.35678
2015,Italy,PRIMAR,FEMALE,SKILL_MATH,64.41415
2015,Italy,PRIMAR,BOTHSEX,SKILL_MATH,68.67885
2015,Italy,LOWSEC,BOTHSEX,SKILL_READ,79.03289
2015,Italy,LOWSEC,FEMALE,SKILL_READ,82.087
2016,Italy,PRIMAR,BOTHSEX,SKILL_READ,97.8608
2016,Italy,PRIMAR,FEMALE,SKILL_READ,98.73246
2016,Italy,PRIMAR,MALE,SKILL_READ,97.0243
2018,Italy,LOWSEC,MALE,SKILL_READ,72.34571
2018,Italy,LOWSEC,FEMALE,SKILL_READ,81.436
2018,Italy,LOWSEC,BOTHSEX,SKILL_READ,76.73283
2019,Italy,LOWSEC,MALE,SKILL_MATH,65.17217
2019,Italy,PRIMAR,MALE,SKILL_MATH,75.35483
2019,Italy,LOWSEC,FEMALE,SKILL_MATH,59.74339
2019,Italy,LOWSEC,BOTHSEX,SKILL_MATH,62.43361
2019,Italy,PRIMAR,FEMALE,SKILL_MATH,70.58978
2019,Italy,PRIMAR,BOTHSEX,SKILL_MATH,72.9611
2007,Kazakhstan,PRIMAR,MALE,SKILL_MATH,79.18092
2007,Kazakhstan,PRIMAR,BOTHSEX,SKILL_MATH,81.08918
2007,Kazakhstan,PRIMAR,FEMALE,SKILL_MATH,82.88892
2009,Kazakhstan,LOWSEC,BOTHSEX,SKILL_MATH,40.862
2009,Kazakhstan,LOWSEC,MALE,SKILL_READ,32.54
2009,Kazakhstan,LOWSEC,MALE,SKILL_MATH,40.72
2009,Kazakhstan,LOWSEC,FEMALE,SKILL_MATH,41.01
2009,Kazakhstan,LOWSEC,BOTHSEX,SKILL_READ,41.30291
2009,Kazakhstan,LOWSEC,FEMALE,SKILL_READ,50.32
2011,Kazakhstan,PRIMAR,MALE,SKILL_MATH,63.03072
2011,Kazakhstan,PRIMAR,FEMALE,SKILL_MATH,60.40226
2011,Kazakhstan,PRIMAR,BOTHSEX,SKILL_MATH,61.76096
2012,Kazakhstan,LOWSEC,MALE,SKILL_READ,33.22
2012,Kazakhstan,LOWSEC,BOTHSEX,SKILL_MATH,54.75641
2012,Kazakhstan,LOWSEC,MALE,SKILL_MATH,54.48
2012,Kazakhstan,LOWSEC,FEMALE,SKILL_MATH,55.03
2012,Kazakhstan,LOWSEC,FEMALE,SKILL_READ,52.6
2012,Kazakhstan,LOWSEC,BOTHSEX,SKILL_READ,42.9451
2015,Kazakhstan,LOWSEC,BOTHSEX,SKILL_READ,58.71644
2015,Kazakhstan,PRIMAR,MALE,SKILL_MATH,79.02236
2015,Kazakhstan,PRIMAR,FEMALE,SKILL_MATH,80.36014
2015,Kazakhstan,PRIMAR,BOTHSEX,SKILL_MATH,79.67441
2016,Kazakhstan,PRIMAR,BOTHSEX,SKILL_READ,98.09229
2016,Kazakhstan,PRIMAR,FEMALE,SKILL_READ,98.46843
2016,Kazakhstan,PRIMAR,MALE,SKILL_READ,97.73644
2018,Kazakhstan,LOWSEC,FEMALE,SKILL_MATH,50.8497
2018,Kazakhstan,LOWSEC,BOTHSEX,SKILL_READ,35.81029
2018,Kazakhstan,LOWSEC,FEMALE,SKILL_READ,42.66023
2018,Kazakhstan,LOWSEC,BOTHSEX,SKILL_MATH,50.89998
2018,Kazakhstan,LOWSEC,MALE,SKILL_READ,29.33509
2018,Kazakhstan,LOWSEC,MALE,SKILL_MATH,50.94751
2019,Kazakhstan,PRIMAR,MALE,SKILL_MATH,70.52626
2019,Kazakhstan,PRIMAR,FEMALE,SKILL_MATH,71.21622
2019,Kazakhstan,PRIMAR,BOTHSEX,SKILL_MATH,70.81778
2006,Kyrgyzstan,LOWSEC,BOTHSEX,SKILL_MATH,10.58832
2006,Kyrgyzstan,LOWSEC,BOTHSEX,SKILL_READ,11.75808
2009,Kyrgyzstan,LOWSEC,BOTHSEX,SKILL_READ,16.77862
2009,Kyrgyzstan,LOWSEC,BOTHSEX,SKILL_MATH,13.36897
2000,Latvia,LOWSEC,MALE,SKILL_READ,59.69
2000,Latvia,LOWSEC,FEMALE,SKILL_READ,80.31
2000,Latvia,LOWSEC,MALE,SKILL_MATH,66.98
2000,Latvia,LOWSEC,BOTHSEX,SKILL_READ,69.4
2000,Latvia,LOWSEC,FEMALE,SKILL_MATH,66.47
2000,Latvia,LOWSEC,BOTHSEX,SKILL_MATH,66.42425
2001,Latvia,PRIMAR,FEMALE,SKILL_READ,99.07478
2001,Latvia,PRIMAR,BOTHSEX,SKILL_READ,98.54787
2001,Latvia,PRIMAR,MALE,SKILL_READ,98.05384
2003,Latvia,LOWSEC,FEMALE,SKILL_MATH,76.86
2003,Latvia,LOWSEC,FEMALE,SKILL_READ,88.4
2003,Latvia,LOWSEC,MALE,SKILL_MATH,75.63
2003,Latvia,PRIMAR,MALE,SKILL_MATH,80.23951
2003,Latvia,PRIMAR,FEMALE,SKILL_MATH,81.46834
2003,Latvia,LOWSEC,MALE,SKILL_READ,74.95
2003,Latvia,LOWSEC,BOTHSEX,SKILL_MATH,76.27051
2003,Latvia,PRIMAR,BOTHSEX,SKILL_MATH,80.84263
2003,Latvia,LOWSEC,BOTHSEX,SKILL_READ,81.95388
2006,Latvia,LOWSEC,MALE,SKILL_MATH,79.98
2006,Latvia,PRIMAR,BOTHSEX,SKILL_READ,98.21378
2006,Latvia,PRIMAR,MALE,SKILL_READ,97.19613
2006,Latvia,PRIMAR,FEMALE,SKILL_READ,99.2907
2006,Latvia,LOWSEC,BOTHSEX,SKILL_READ,78.78249
2006,Latvia,LOWSEC,BOTHSEX,SKILL_MATH,79.29995
2006,Latvia,LOWSEC,MALE,SKILL_READ,69.88
2006,Latvia,LOWSEC,FEMALE,SKILL_MATH,78.66
2006,Latvia,LOWSEC,FEMALE,SKILL_READ,87.22
2007,Latvia,PRIMAR,BOTHSEX,SKILL_MATH,80.67361
2007,Latvia,PRIMAR,FEMALE,SKILL_MATH,82.06929
2007,Latvia,PRIMAR,MALE,SKILL_MATH,79.50692
2009,Latvia,LOWSEC,MALE,SKILL_READ,73.4
2009,Latvia,LOWSEC,BOTHSEX,SKILL_MATH,77.44045
2009,Latvia,LOWSEC,MALE,SKILL_MATH,76.88
2009,Latvia,LOWSEC,FEMALE,SKILL_READ,91.2
2009,Latvia,LOWSEC,BOTHSEX,SKILL_READ,82.42108
2009,Latvia,LOWSEC,FEMALE,SKILL_MATH,77.99
2012,Latvia,LOWSEC,BOTHSEX,SKILL_MATH,80.05716
2012,Latvia,LOWSEC,MALE,SKILL_READ,74.35
2012,Latvia,LOWSEC,FEMALE,SKILL_MATH,81.68
2012,Latvia,LOWSEC,BOTHSEX,SKILL_READ,83.0206
2012,Latvia,LOWSEC,MALE,SKILL_MATH,78.47
2012,Latvia,LOWSEC,FEMALE,SKILL_READ,91.85
2015,Latvia,LOWSEC,FEMALE,SKILL_READ,89.03702
2015,Latvia,LOWSEC,BOTHSEX,SKILL_READ,82.32084
2015,Latvia,LOWSEC,FEMALE,SKILL_MATH,80.13888
2015,Latvia,LOWSEC,MALE,SKILL_READ,75.62509
2015,Latvia,LOWSEC,MALE,SKILL_MATH,77.00004
2015,Latvia,LOWSEC,BOTHSEX,SKILL_MATH,78.56707
2016,Latvia,PRIMAR,BOTHSEX,SKILL_READ,99.19672
2016,Latvia,PRIMAR,FEMALE,SKILL_READ,99.3776
2016,Latvia,PRIMAR,MALE,SKILL_READ,99.0031
2018,Latvia,LOWSEC,BOTHSEX,SKILL_MATH,82.68327
2018,Latvia,LOWSEC,MALE,SKILL_READ,70.61331
2018,Latvia,LOWSEC,BOTHSEX,SKILL_READ,77.55712
2018,Latvia,LOWSEC,MALE,SKILL_MATH,82.73768
2018,Latvia,LOWSEC,FEMALE,SKILL_MATH,82.63053
2018,Latvia,LOWSEC,FEMALE,SKILL_READ,84.28859
2019,Latvia,PRIMAR,MALE,SKILL_MATH,85.13125
2019,Latvia,PRIMAR,BOTHSEX,SKILL_MATH,84.50321
2019,Latvia,PRIMAR,FEMALE,SKILL_MATH,84.03535
2000,Liechtenstein,LOWSEC,BOTHSEX,SKILL_READ,77.9
2000,Liechtenstein,LOWSEC,BOTHSEX,SKILL_MATH,83.11609
2003,Liechtenstein,LOWSEC,BOTHSEX,SKILL_MATH,87.72895
2003,Liechtenstein,LOWSEC,BOTHSEX,SKILL_READ,89.61079
2006,Liechtenstein,LOWSEC,BOTHSEX,SKILL_READ,85.69982
2006,Liechtenstein,LOWSEC,BOTHSEX,SKILL_MATH,86.82367
2009,Liechtenstein,LOWSEC,BOTHSEX,SKILL_MATH,90.51124
2009,Liechtenstein,LOWSEC,BOTHSEX,SKILL_READ,84.31891
2012,Liechtenstein,LOWSEC,BOTHSEX,SKILL_MATH,85.92207
2012,Liechtenstein,LOWSEC,BOTHSEX,SKILL_READ,87.62445
2001,Lithuania,PRIMAR,MALE,SKILL_READ,97.1686
2001,Lithuania,PRIMAR,BOTHSEX,SKILL_READ,98.0103
2001,Lithuania,PRIMAR,FEMALE,SKILL_READ,98.86648
2003,Lithuania,PRIMAR,FEMALE,SKILL_MATH,79.55207
2003,Lithuania,PRIMAR,BOTHSEX,SKILL_MATH,78.93038
2003,Lithuania,PRIMAR,MALE,SKILL_MATH,78.72044
2006,Lithuania,LOWSEC,BOTHSEX,SKILL_MATH,77.04669
2006,Lithuania,LOWSEC,MALE,SKILL_READ,65.56
2006,Lithuania,LOWSEC,FEMALE,SKILL_MATH,77.0
2006,Lithuania,PRIMAR,FEMALE,SKILL_READ,99.12515
2006,Lithuania,LOWSEC,MALE,SKILL_MATH,77.09
2006,Lithuania,LOWSEC,FEMALE,SKILL_READ,83.43
2006,Lithuania,LOWSEC,BOTHSEX,SKILL_READ,74.33325
2006,Lithuania,PRIMAR,BOTHSEX,SKILL_READ,98.70484
2006,Lithuania,PRIMAR,MALE,SKILL_READ,98.30083
2007,Lithuania,PRIMAR,BOTHSEX,SKILL_MATH,77.32814
2007,Lithuania,PRIMAR,MALE,SKILL_MATH,76.67615
2007,Lithuania,PRIMAR,FEMALE,SKILL_MATH,78.00221
2009,Lithuania,LOWSEC,MALE,SKILL_MATH,71.84
2009,Lithuania,LOWSEC,BOTHSEX,SKILL_READ,75.63682
2009,Lithuania,LOWSEC,BOTHSEX,SKILL_MATH,73.6674
2009,Lithuania,LOWSEC,MALE,SKILL_READ,64.55
2009,Lithuania,LOWSEC,FEMALE,SKILL_READ,87.04
2009,Lithuania,LOWSEC,FEMALE,SKILL_MATH,75.55
2011,Croatia,PRIMAR,MALE,SKILL_MATH,63.59598
2011,Croatia,PRIMAR,FEMALE,SKILL_MATH,57.19501
2015,Switzerland,LOWSEC,BOTHSEX,SKILL_MATH,84.21991
2015,Switzerland,LOWSEC,FEMALE,SKILL_MATH,83.93947
2018,North Macedonia,LOWSEC,FEMALE,SKILL_READ,56.99418
2018,North Macedonia,LOWSEC,MALE,SKILL_MATH,37.27554
2019,North Macedonia,PRIMAR,MALE,SKILL_MATH,50.32626
2019,North Macedonia,PRIMAR,FEMALE,SKILL_MATH,53.05907
2019,North Macedonia,PRIMAR,BOTHSEX,SKILL_MATH,51.53475
2011,Lithuania,PRIMAR,MALE,SKILL_MATH,79.03446
2011,Lithuania,PRIMAR,BOTHSEX,SKILL_READ,96.53329
2011,Lithuania,PRIMAR,MALE,SKILL_READ,95.69792
2011,Lithuania,PRIMAR,FEMALE,SKILL_READ,97.42801
2011,Lithuania,PRIMAR,BOTHSEX,SKILL_MATH,79.07955
2011,Lithuania,PRIMAR,FEMALE,SKILL_MATH,79.12909
2012,Lithuania,LOWSEC,FEMALE,SKILL_READ,89.65
2012,Lithuania,LOWSEC,BOTHSEX,SKILL_READ,78.80032
2012,Lithuania,LOWSEC,BOTHSEX,SKILL_MATH,73.98169
2012,Lithuania,LOWSEC,MALE,SKILL_READ,68.12
2012,Lithuania,LOWSEC,MALE,SKILL_MATH,72.33
2012,Lithuania,LOWSEC,FEMALE,SKILL_MATH,75.66
2015,Lithuania,LOWSEC,MALE,SKILL_READ,67.81595
2015,Lithuania,LOWSEC,BOTHSEX,SKILL_MATH,74.59097
2015,Lithuania,LOWSEC,BOTHSEX,SKILL_MATH,74.59097
